Region,Product,System,count,Area_ha,Animals_total_head,Producing_animals_head,Animals_sold_head,Pasture_share_pct,Supplement_share_pct,Common_feed_share_pct,Waste_feed_share_pct,Intake_assumption_kg_head_day,Pasture_feed_kg_head_day,Supplement_feed_kg_head_day,Common_feed_kg_head_day,Waste_feed_kg_head_day,Unallocated_feed_share_pct,Unallocated_feed_kg_head_day,Total_feed_kg_head_day,Vaccinated_head,Vaccination_share_pct,Milk_output_l_day,Milk_sales_l_7d,Milk_yield_l_head_day,Proxy_total_feed_kg_head_day,Proxy_body_weight_kg,Proxy_forage_share_pct,Proxy_tree_forage_share_pct,Proxy_compound_feed_share_pct,Proxy_mineral_share_pct,Proxy_forage_kg_head_day,Proxy_tree_forage_kg_head_day,Proxy_compound_feed_kg_head_day,Proxy_mineral_kg_head_day,Egg_output_reported,Egg_sales_reported,Eggs_per_head_reported,Birds_sold_head,Birds_consumed_head,Species,Output_unit,Sales_unit,Diet_basis,Proxy_diet_basis,Diet_data_status,Ration_composition_note,Diet_proxy_source_key,Diet_proxy_quality,Diet_proxy_note,Diet_proxy_citations,Livestock_profile_key,Livestock_climate_zone,Emission_head_basis,Animals_emission_basis_head,Headcount_emissions_basis_head,kgCH4_enteric_yr,kgCH4_manure_mgmt_yr,kgCH4_livestock_total_yr,kgNH3_manure_mgmt_total_yr,kgNH3_manure_housing_storage_yard_yr,kgNH3_manure_application_yr,kgNH3_grazing_yr,kgNOx_manure_mgmt_as_NO2_yr,kgNexcretion_manure_yr,kgVS_manure_yr,FracGasMS_weighted,FracLeachMS_weighted,EF3_manure_direct_weighted,kgN2ON_manure_mgmt_direct_yr,kgN2ON_manure_mgmt_indirect_yr,kgN2ON_manure_mgmt_total_yr,kgN2O_manure_mgmt_direct_yr,kgN2O_manure_mgmt_indirect_yr,kgN2O_manure_mgmt_total_yr,kgN2_manure_mgmt_yr,kgN_manure_after_management_yr,DFE_livestock_status,Representative_live_weight_kg,Animals_total_live_weight_kg,Producing_animals_live_weight_kg,Animals_sold_live_weight_kg,Headcount_emissions_basis_per_1kg_product,kgCH4_enteric_per_1kg_product,kgCH4_manure_mgmt_per_1kg_product,kgCH4_livestock_total_per_1kg_product,kgNH3_manure_mgmt_total_per_1kg_product,kgNH3_manure_housing_storage_yard_per_1kg_product,kgNH3_manure_application_per_1kg_product,kgNH3_grazing_per_1kg_product,kgNOx_manure_mgmt_as_NO2_per_1kg_product,kgNexcretion_manure_per_1kg_product,kgVS_manure_per_1kg_product,kgN2ON_manure_mgmt_direct_per_1kg_product,kgN2ON_manure_mgmt_indirect_per_1kg_product,kgN2ON_manure_mgmt_total_per_1kg_product,kgN2O_manure_mgmt_direct_per_1kg_product,kgN2O_manure_mgmt_indirect_per_1kg_product,kgN2O_manure_mgmt_total_per_1kg_product,kgN2_manure_mgmt_per_1kg_product,kgN_manure_after_management_per_1kg_product,Animal_weight_normalization_note,Live_weight_equivalent_kg,Meat_yield_fraction,Estimated_meat_output_kg,Milk_output_kg_fpcm_day,Milk_sales_kg_fpcm_7d,Egg_output_kg,Egg_sales_kg,Reference_output_kg,Normalization_factor_to_1kg,Normalized_product_output_kg,Area_ha_per_1kg_product,Animals_total_live_weight_kg_per_1kg_product,Producing_animals_live_weight_kg_per_1kg_product,Animals_sold_live_weight_kg_per_1kg_product,Live_weight_equivalent_kg_per_1kg_product,Milk_output_l_per_1kg_product,Milk_output_kg_fpcm_per_1kg_product,Milk_sales_l_per_1kg_product,Milk_sales_kg_fpcm_per_1kg_product,Egg_output_reported_per_1kg_product,Egg_output_kg_per_1kg_product,Egg_sales_reported_per_1kg_product,Egg_sales_kg_per_1kg_product,Birds_sold_head_per_1kg_product,Birds_consumed_head_per_1kg_product,Intake_assumption_kg_per_1kg_product,Pasture_feed_kg_per_1kg_product,Supplement_feed_kg_per_1kg_product,Common_feed_kg_per_1kg_product,Waste_feed_kg_per_1kg_product,Unallocated_feed_kg_per_1kg_product,Total_feed_kg_per_1kg_product,Feed_mass_balance_note,Proxy_total_feed_kg_per_1kg_product,Proxy_forage_kg_per_1kg_product,Proxy_tree_forage_kg_per_1kg_product,Proxy_compound_feed_kg_per_1kg_product,Proxy_mineral_kg_per_1kg_product,Vaccinated_head_per_1kg_product,Functional_unit,Reference_output_basis_note
Costa,ovine_live,(all ovine),40,9.71,5.5,,2.0,,,,,,,,,,,,,,,,,,1.272,60.44,78.1,21.5,0.0,0.4,0.994,0.273,0.0,0.005,,,,,,ovine,kg meat (carcass-weight proxy),head,,dry-matter kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in ovine module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,ovine_live,Ecuador composite,Composite Ecuador proxy. Total intake is based on an ovine feeding trial; tree-forage share comes from Acacia mearnsii voluntary intake; mineral intake comes from a Blackbelly sheep grazing study in the Ecuadorian Amazon.,UTA thesis by Erika Esthefanía Lluay Guilcapi (bitstream 32507) - Reports voluntary dry matter intake of 1268.85 g/day in weaned sheep in Ecuador. (https://repositorio.uta.edu.ec/bitstream/123456789/32507/1/Tesis%20182%20Medicina%20Veterinaria%20y%20Zootecnia%20-Lluay%20Guilcapi%20Erika%20Esthefan%C3%ADa.pdf) | Evaluación de la preferencia de consumo de leguminosas arbóreas con potencial forrajero en rumiantes menores - Reports ovine Acacia mearnssi voluntary intake of 272.50 g/kg MS and 12.60 g/kg PV^0.75 at 60.44 kg live weight. (https://repositorio.uta.edu.ec/items/770d67bf-97e2-485a-8227-d941b7f4e1b2) | Effect of Mineral Supplementation on the Macromineral Concentration in Blood in Pre- and Postpartum Blackbelly Sheep - Reports 0.005 kg per animal per day mineral supplementation under free-grazing conditions in the Ecuadorian Amazon. (https://pmc.ncbi.nlm.nih.gov/articles/PMC7401505/),ovine_low,tropical_moist,Animals_total_head,5.5,,,,,,,,,,,,0.0175,0.00105,0.0023,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,60.44,332.42,,120.88,,,,,,,,,,,,,,,,,,,,"Animal live-weight kg per 1 kg product expresses the standing animal biomass associated with 1 kg meat output, using representative live weight and a carcass-yield proxy for the row.",332.42,0.46,152.9132,,,,,152.9132,0.006539657792787,1.0,0.0635000771679619,2.1739130434782608,,0.7905138339920948,2.1739130434782608,,,,,,,,,,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,0.008318444712425,0.0065004198460302,0.0017853265774308,0.0,3.2698288963935094e-05,,1 kg meat (carcass-weight proxy),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy."
Costa,swine_live,(all swine),1308,14.056,4.0,,2.0,,50.0,50.0,30.0,2.5,,1.25,1.25,0.75,0.0,0.0,3.25,,,,,,,,,,,,,,,,,,,,,swine,kg meat (carcass-weight proxy),head,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",common feed + supplement + waste shares from ESPAC swine module,,,,,swine_mixed,tropical_moist,Animals_total_head,4.0,,,,,,,,,,,,0.332,0.00525,0.00483,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,75.23,300.92,,150.46,,,,,,,,,,,,,,,,,,,,"Animal live-weight kg per 1 kg product expresses the standing animal biomass associated with 1 kg meat output, using representative live weight and a carcass-yield proxy for the row.",300.92,0.66,198.6072,,,,,198.6072,0.0050350641869982,1.0,0.0707728622124474,1.5151515151515154,,0.7575757575757577,1.5151515151515154,,,,,,,,,,,0.0125876604674955,,0.00629383023374775,0.00629383023374775,0.0037762981402486495,0.0,0.016363958607744148,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,,1 kg meat (carcass-weight proxy),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy."
Oriente,cattle_live,(unknown),8,6.5,8.5,7.5,,92.5,10.0,,,10.0,9.25,1.0,0.0,0.0,0.0,0.0,10.25,10.0,100.0,,,,,,,,,,,,,,,,,,,cattle,kg meat (carcass-weight proxy),,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_other,tropical_moist,Animals_total_head,8.5,,,,,,,,,,,,0.0216,0.00175,0.0013,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,400.0,3400.0,3000.0,,,,,,,,,,,,,,,,,,,,,"Animal live-weight kg per 1 kg product expresses the standing animal biomass associated with 1 kg meat output, using representative live weight and a carcass-yield proxy for the row.",3400.0,0.5,1700.0,,,,,1700.0,0.0005882352941176,1.0,0.0038235294117647,2.0,1.7647058823529411,,2.0,,,,,,,,,,,0.0058823529411759995,0.0054411764705877995,0.0005882352941176,0.0,0.0,0.0,0.0060294117647054,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,0.0058823529411764,1 kg meat (carcass-weight proxy),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy."
Oriente,cattle_live,beef,389,15.72,13.0,5.0,,95.0,10.0,,,8.0,7.6,0.8,0.0,0.0,0.0,0.0,8.4,15.0,100.0,,,,,,,,,,,,,,,,,,,cattle,kg meat (carcass-weight proxy),,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_other,tropical_moist,Animals_total_head,13.0,,,,,,,,,,,,0.0216,0.00175,0.0013,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,400.0,5200.0,2000.0,,,,,,,,,,,,,,,,,,,,,"Animal live-weight kg per 1 kg product expresses the standing animal biomass associated with 1 kg meat output, using representative live weight and a carcass-yield proxy for the row.",5200.0,0.5,2600.0,,,,,2600.0,0.0003846153846153,1.0,0.0060461538461538,2.0,0.7692307692307693,,2.0,,,,,,,,,,,0.0030769230769224,0.0029230769230762796,0.00030769230769224,0.0,0.0,0.0,0.0032307692307685203,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,0.0057692307692307,1 kg meat (carcass-weight proxy),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy."
Oriente,cattle_live,dairy,125,14.8,13.0,6.0,,90.0,10.0,,,12.0,10.8,1.2,0.0,0.0,0.0,0.0,12.0,15.0,100.0,,,,,,,,,,,,,,,,,,,cattle,kg meat (carcass-weight proxy),,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_dairy,tropical_moist,Animals_total_head,13.0,,,,,,,,,,,,0.121,0.0133,0.0081,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,450.0,5850.0,2700.0,,,,,,,,,,,,,,,,,,,,,"Animal live-weight kg per 1 kg product expresses the standing animal biomass associated with 1 kg meat output, using representative live weight and a carcass-yield proxy for the row.",5850.0,0.5,2925.0,,,,,2925.0,0.0003418803418803,1.0,0.005059829059829,2.0,0.9230769230769232,,2.0,,,,,,,,,,,0.0041025641025635995,0.00369230769230724,0.00041025641025636,0.0,0.0,0.0,0.0041025641025635995,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,0.0051282051282051,1 kg meat (carcass-weight proxy),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy."
Oriente,cattle_live,dual-purpose,303,20.0,19.0,7.0,,95.0,10.0,,,10.0,9.5,1.0,0.0,0.0,0.0,0.0,10.5,19.0,100.0,,,,,,,,,,,,,,,,,,,cattle,kg meat (carcass-weight proxy),,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_other,tropical_moist,Animals_total_head,19.0,,,,,,,,,,,,0.0216,0.00175,0.0013,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,400.0,7600.0,2800.0,,,,,,,,,,,,,,,,,,,,,"Animal live-weight kg per 1 kg product expresses the standing animal biomass associated with 1 kg meat output, using representative live weight and a carcass-yield proxy for the row.",7600.0,0.5,3800.0,,,,,3800.0,0.0002631578947368,1.0,0.0052631578947368,2.0,0.7368421052631579,,2.0,,,,,,,,,,,0.002631578947368,0.0024999999999995998,0.0002631578947368,0.0,0.0,0.0,0.0027631578947363996,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,0.005,1 kg meat (carcass-weight proxy),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy."
Oriente,donkey_live,(all holdings),21,34.0,1.0,,,,,,,,,,,,,,,,,,,,3.6,180.0,100.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,,,,,,asnal,kg live weight equivalent,,,dry-matter kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in other livestock module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,donkey_live,Non-Ecuador fallback inference,"Derived as 2.0% of body weight in dry matter, using the midpoint of the 1.75% to 2.25% maintenance guideline for a representative 180 kg donkey.","Management recommendations for donkeys and mules - Ontario guidance gives 1.75% to 2.25% of body weight dry matter intake for maintenance in donkeys and mules; proxy uses the midpoint and a representative 180 kg body weight. (https://www.ontario.ca/page/management-recommendations-donkeys-and-mules) | Feeding Donkeys Straw and Hay Q and A with The Donkey Sanctuary - Reports research-based guidance that donkeys need about 1.5% of their body weight per day in dry feed, supporting a forage-first maintenance proxy. (https://www.thehaypillow.com/blogs/news/feeding-donkeys-straw-and-hay-q-a-with-the-donkey-sanctuary)",mule_ass_low,tropical_moist,Animals_total_head,1.0,,,,,,,,,,,,0.0175,0.00105,0.0023,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,180.0,180.0,,,,,,,,,,,,,,,,,,,,,,"For live-animal products without a meat-output proxy, animal-live-weight-kg-per-kg-product columns are left blank. Use Representative_live_weight_kg as the animal weight reference.",180.0,,,,,,,180.0,0.0055555555555555,1.0,0.1888888888888888,,,,1.0,,,,,,,,,,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,0.02,0.02,0.0,0.0,0.0,,1 kg live weight equivalent,Animals_total_head multiplied by representative live weight to express kg live weight equivalent.
Oriente,eggs,(unknown),1,,2.0,2.0,,,,,,,,,,,,,,,,,,,0.081,,0.0,0.0,100.0,0.0,0.0,0.0,0.081,0.0,,,,,,chicken,kg shell eggs,reported survey units,,as-fed kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in avian module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,eggs,Ecuador direct,Semipasture or free-range scavenging was not quantified in the source; proxy covers balanced feed only.,Evaluación de parámetros productivos en crianza de gallinas criollas (gallina feliz). Patoa de Vallejo-Pujilí - Reports 0.081 ± 0.002 kg balanced feed per hen per day in a semipasture system in Cotopaxi. (https://repositorio.utc.edu.ec/handle/27000/7769),eggs_layers,tropical_moist,Producing_animals_head,2.0,,,,,,,,,,,,0.316,0.0,0.00042,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,1.514,3.028,3.028,,,,,,,,,,,,,,,,,,,,,"Animal kg per 1 kg product expresses the live-weight biomass associated with 1 kg shell eggs, calculated as total bird live weight divided by total egg output for the row, i.e. based on total head count rather than producing-head count.",3.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,,1 kg shell eggs,Egg counts converted to kg shell eggs; live-weight-equivalent per kg shell eggs is based on total flock live weight divided by total egg output.
Oriente,eggs,layers,1,,100.0,100.0,,,,,,,,,,,,,,,,,,,0.081,,0.0,0.0,100.0,0.0,0.0,0.0,0.081,0.0,133000.0,133000.0,1330.0,34900.0,,chicken,kg shell eggs,reported survey units,,as-fed kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in avian module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,eggs,Ecuador direct,Semipasture or free-range scavenging was not quantified in the source; proxy covers balanced feed only.,Evaluación de parámetros productivos en crianza de gallinas criollas (gallina feliz). Patoa de Vallejo-Pujilí - Reports 0.081 ± 0.002 kg balanced feed per hen per day in a semipasture system in Cotopaxi. (https://repositorio.utc.edu.ec/handle/27000/7769),eggs_layers,tropical_moist,Producing_animals_head,100.0,,,,,,,,,,,,0.316,0.0,0.00042,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,1.514,151.4,151.4,,,,,,,,,,,,,,,,,,,,,"Animal kg per 1 kg product expresses the live-weight biomass associated with 1 kg shell eggs, calculated as total bird live weight divided by total egg output for the row, i.e. based on total head count rather than producing-head count.",151.4,,,,,7540.967,7540.967,7540.967,0.0001326089876802,1.0,,0.0200770007347864,0.0200770007347864,,0.0200770007347864,,,,,17.63699536147022,1.0,17.63699536147022,1.0,4.62805367003993,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,1.0741328002098404e-05,0.0,0.0,1.0741328002098404e-05,0.0,,1 kg shell eggs,Egg counts converted to kg shell eggs; live-weight-equivalent per kg shell eggs is based on total flock live weight divided by total egg output.
Oriente,goat_live,(all holdings),2,31.765,2.0,,,,,,,,,,,,,,,,,,,,1.011,23.0,79.0,21.0,0.0,0.0,0.799,0.212,0.0,0.0,,,,,,caprine,kg meat (carcass-weight proxy),,,dry-matter kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in other livestock module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,goat_live,Ecuador plus fallback composite,Composite proxy. Total intake is a fallback mature-doe dry matter intake example; tree-forage share is based on Ecuadorian caprine preference data and native browse literature from the Ecuadorian Sierra.,Evaluación de la preferencia de consumo de leguminosas arbóreas con potencial forrajero en rumiantes menores - Reports caprine Acacia melanoxylon voluntary intake of 211.07 g/kg MS and 20.155 g/kg PV^0.75 at 23 kg live weight. (https://repositorio.uta.edu.ec/items/770d67bf-97e2-485a-8227-d941b7f4e1b2) | Cabras Lecheras Selección y Hábitos de Consumo de Plantas Nativas en la Sierra Ecuatoriana - Ecuador review identifying native browse and shrub resources as a central component of dairy goat feeding in the Sierra. (https://polodelconocimiento.com/ojs/index.php/es/article/download/7592/pdf) | Goat Nutrition - Provides a mature-doe dry matter intake example of about 1.011 kg/day (2.23 lb/day) used as fallback total intake. (https://sfyl.ifas.ufl.edu/duval/agriculture-and-agribusiness-management/livestock-and-poultry/goats/goat-nutrition/),goat_low,tropical_moist,Animals_total_head,2.0,,,,,,,,,,,,0.0175,0.00105,0.0023,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,23.0,46.0,,,,,,,,,,,,,,,,,,,,,,"Animal live-weight kg per 1 kg product expresses the standing animal biomass associated with 1 kg meat output, using representative live weight and a carcass-yield proxy for the row.",46.0,0.46,21.16,,,,,21.16,0.0472589792060491,1.0,1.5011814744801513,2.1739130434782608,,,2.1739130434782608,,,,,,,,,,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,0.0477788279773156,0.0377599243856332,0.0100189035916824,0.0,0.0,,1 kg meat (carcass-weight proxy),"Animals_total_head multiplied by representative live weight, then converted to estimated meat output with the configured carcass-yield proxy."
Oriente,horse_live,(all holdings),359,40.03,1.0,,,,,,,,,,,,,,,,,,,,6.75,450.0,100.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,,,,,,equine,kg live weight equivalent,,,dry-matter kg/head/day,no diet share data in ESPAC; literature proxy attached from config,no diet/ration fields found in other livestock module; literature proxy diet attached from inputs/02-05_espac_lci_coefficients.yml,horse_live,Non-Ecuador fallback inference,Derived as 1.5% of body weight in forage dry matter for a representative 450 kg adult horse.,Understanding Hay Quality Even Good Hay Can Have Bad Things In It - AAEP guidance indicates horses should receive about 1 to 1.5% of body weight in forage; proxy uses the upper end and a representative 450 kg body weight. (https://aaep.org/post/understanding-hay-quality-even-good-hay-can-have-bad-things-in-it/),horse_low,tropical_moist,Animals_total_head,1.0,,,,,,,,,,,,0.0175,0.00105,0.0023,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,450.0,450.0,,,,,,,,,,,,,,,,,,,,,,"For live-animal products without a meat-output proxy, animal-live-weight-kg-per-kg-product columns are left blank. Use Representative_live_weight_kg as the animal weight reference.",450.0,,,,,,,450.0,0.0022222222222222,1.0,0.0889555555555555,,,,1.0,,,,,,,,,,,,,,,,,,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,0.015,0.015,0.0,0.0,0.0,,1 kg live weight equivalent,Animals_total_head multiplied by representative live weight to express kg live weight equivalent.
Oriente,milk,(unknown),4,11.735,15.5,7.5,,92.5,7.5,,,10.0,9.25,0.75,0.0,0.0,0.0,0.0,10.0,17.0,100.0,120.0,700.0,8.0,,,,,,,,,,,,,,,,cattle,kg FPCM/day,L/7d,as-fed kg/head/day,,"share-based, absolute kg/head/day estimated from configured intake assumption",pasture + supplement shares from ESPAC cattle module,,,,,cattle_other,tropical_moist,Animals_total_head,15.5,,,,,,,,,,,,0.0216,0.00175,0.0013,,,,,,,,,livestock DFE computed from YAML-configured Tier 1 factors,400.0,6200.0,3000.0,,,,,,,,,,,,,,,,,,,,,"Animal kg per 1 kg product expresses the live-weight biomass associated with 1 kg FPCM, calculated as total animal live weight divided by total milk output for the row, i.e. based on total head count rather than producing-head count.",6200.0,,,117.9284904,687.916194,,,117.9284904,0.0084797150935122,1.0,0.0995094566223668,52.57423357977624,25.43914528053689,,52.57423357977624,1.0175658112214756,1.0,5.935800565458608,5.833333333333334,,,,,,,0.084797150935122,0.07843736461498785,0.00635978632013415,0.0,0.0,0.0,0.084797150935122,Feed columns are constructed to satisfy: Pasture_feed_kg_per_1kg_product = Cultivated_pasture_feed_kg_per_1kg_product + Natural_pasture_feed_kg_per_1kg_product + Unmatched_pasture_feed_kg_per_1kg_product; and Total_feed_kg_per_1kg_product = Pasture_feed_kg_per_1kg_product + Supplement_feed_kg_per_1kg_product + Common_feed_kg_per_1kg_product + Waste_feed_kg_per_1kg_product + Unallocated_feed_kg_per_1kg_product.,,,,,,0.144155156589709,1 kg FPCM,Milk liters/day converted to kg FPCM; live-weight-equivalent per kg FPCM is based on total herd live weight divided by total milk output; DFE annualizes this daily output by multiplying by 365.
