Region,Cropping_system,Crop,Category,Irrigated_area_ha__minValue,Irrigated_area_ha__maxValue,Electricity_kWh_ha__minValue,Electricity_kWh_ha__maxValue,Manure_kgha__minValue,Manure_kgha__maxValue,Urea_kgha__minValue,Urea_kgha__maxValue,MAP_kgha__minValue,MAP_kgha__maxValue,UAN_kgha__minValue,UAN_kgha__maxValue,CAN_kgha__minValue,CAN_kgha__maxValue,Compost_kg_ha__minValue,Compost_kg_ha__maxValue,Digestate_kg_ha__minValue,Digestate_kg_ha__maxValue,Acaricide_kgha__minValue,Acaricide_kgha__maxValue,Biocide_NE_kgha__minValue,Biocide_NE_kgha__maxValue,Seed_share_pct__minValue,Seed_share_pct__maxValue,Manure_type__minValue,Manure_type__maxValue,count__minValue,count__maxValue,Province__minValue,Province__maxValue,Seeding_date__minValue,Seeding_date__maxValue,Harvest_date__minValue,Harvest_date__maxValue,Cycle_length_months__minValue,Cycle_length_months__maxValue,Area_ha__minValue,Area_ha__maxValue,Yield_kgha__minValue,Yield_kgha__maxValue,Irrig_m3__minValue,Irrig_m3__maxValue,Irrig_equipment__minValue,Irrig_equipment__maxValue,Packaging_type1__minValue,Packaging_type1__maxValue,Packaging_type2__minValue,Packaging_type2__maxValue,Fuel_type__minValue,Fuel_type__maxValue,Fuel_unit__minValue,Fuel_unit__maxValue,Fuel_ha__minValue,Fuel_ha__maxValue,NPK_kgha__minValue,NPK_kgha__maxValue,AN_kgha__minValue,AN_kgha__maxValue,AP_kgha__minValue,AP_kgha__maxValue,AS_kgha__minValue,AS_kgha__maxValue,Total_fert_min_kgha__minValue,Total_fert_min_kgha__maxValue,Total_fert_org_kgha__minValue,Total_fert_org_kgha__maxValue,Insecticide_kgha__minValue,Insecticide_kgha__maxValue,Herbicide_kgha__minValue,Herbicide_kgha__maxValue,Fungicide_kgha__minValue,Fungicide_kgha__maxValue,Total_pesticides_kgha__minValue,Total_pesticides_kgha__maxValue,Seed_kgha__minValue,Seed_kgha__maxValue,Organic_estiercol_kgha__minValue,Organic_estiercol_kgha__maxValue,Organic_fermentado_kgha__minValue,Organic_fermentado_kgha__maxValue,Organic_liquido_kgha__minValue,Organic_liquido_kgha__maxValue
costa,monocrop,MANGO (FRUTA FRESCA),permanent,0.23,506.94,0.0,0.0,0.0,380.95238095238096,,,,,,,,,,,,,0.0,0.0,0.0,10.0,,,,,65.0,65.0,,,,,,,11.0,11.0,0.05,506.94,2272.727272727275,68181.818181818,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,1.5,487.8048780487805,0.0,250.0,12.76595744680851,12.76595744680851,11.779580245844876,18.837209302325583,0.0,487.8048780487805,0.0,380.95238095238096,0.2,3.152173913043478,0.26666666666666666,15.0,0.24390243902439024,4.693366708385482,0.0,20.7,,,0.0,380.95238095238096,0.0,266.6666666666667,,
costa,monocrop,MANI,transitory,0.5,8.0,0.0,0.0,0.0,7.25747792,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.12,5.0,,,41.0,41.0,,,,,,,3.0,6.0,0.01,20.0,136.363636363636,1830.3843807199496,0.0,9230.76923076923,,,,,,,,,,,891.9968000000001,2647.992,23.02499340101523,350.0,0.0,266.6666666666667,,,,,0.0,533.3333333333334,0.0,7.25747792,0.3333333333333333,3.846153846153846,0.3333333333333333,9.0,0.3333333333333333,2.0,0.0,9.0,0.16363636363636322,85.2272727272725,,,0.0,7.25747792,0.0,4.0
costa,monocrop,MARACUYÁ (FRUTA FRESCA),permanent,0.1,4.0,0.0,0.0,0.0,3628.73896,,,,,,,,,,,,,0.0,0.0,0.0,2.0833333333333335,,,,,114.0,114.0,,,,,,,11.0,11.0,0.0706,14.99,23.0,29090.909090909,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,2.0,800.0,0.0,333.3333333333333,,,2.1772433760000003,300.0,0.0,800.0,0.0,3628.73896,0.4,48.0,0.1,24.0,0.25,16.8,0.0,88.8,,,0.0,3628.73896,0.0,80.0,0.0,133.33333333333334
costa,monocrop,NARANJA (FRUTA FRESCA),permanent,0.02,7.65,0.0,0.0,0.0,453.59237,,,,,,,,,,,,,0.0,0.0,0.0,0.7843137254901961,,,,,18.0,18.0,,,,,,,11.0,11.0,0.1,7.65,100.0,22727.272727272724,0.0,18260.869565217392,,,,,,,,,,,3851.9916,8855.9988,45.359237,200.0,0.0,200.0,,,,,0.0,400.0,0.0,453.59237,1.0,4.0,,,,,0.0,4.0,,,0.0,453.59237,,,,
costa,monocrop,ORITO (FRUTA FRESCA),permanent,0.27,20.0,0.0,0.0,0.0,362.873896,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,17.0,17.0,,,,,,,11.0,11.0,0.08,20.0,1068.1818181818198,37878.78787878792,0.0,26153.846153846152,,,,,,,,,,,2294.5065000000004,8375.2513,80.0,250.0,0.0,40.0,60.0,60.0,,,0.0,250.0,0.0,362.873896,,,0.18518518518518517,4.0,,,0.0,4.0,,,0.0,362.873896,,,,
costa,monocrop,OTROS PERMANENTES,permanent,0.01,98.784,0.0,0.0,0.0,13607.771100000002,,,,,,,,,,,,,0.0,0.0,0.0,45.359237,,,,,372.0,372.0,,,,,,,11.0,11.0,0.05,599.0,141.66666666666666,30000.0,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,8.0,1000.0,0.0,400.0,10.0,212.12121212121212,18.0,440.0,0.0,1000.0,0.0,13607.771100000002,0.14285714285714285,36.0,0.14285714285714285,24.0,0.3333333333333333,36.0,0.0,45.359237,,,0.0,13607.771100000002,0.0,9525.43977,0.0,63.478260869565226
costa,monocrop,OTROS TRANSITORIOS,transitory,0.01,15.0,0.0,0.0,0.0,680.388555,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.25,10.0,,,61.0,61.0,,,,,,,1.0,8.0,0.06,15.0,189.39393939394003,50000.0,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,18.143694800000002,600.0,0.0,300.0,,,50.0,151.19745666666668,0.0,600.0,0.0,680.388555,0.45359237,12.0,0.5,12.0,0.4,33.333333333333336,0.0,34.16666666666667,1.5151515151515167,423.19749216301034,0.0,680.388555,0.0,13.607771099999999,0.0,80.0
costa,monocrop,PALMA AFRICANA (FRUTA FRESCA),permanent,0.5,801.0,0.0,0.0,0.0,4989.51607,,,,,,,,,,,,,0.0,0.0,0.0,6000.0,,,,,406.0,406.0,,,,,,,11.0,11.0,0.5,2188.5,344.82758620689657,120000.0,0.0,15652.17391304348,,,,,,,,,,,567.9936,1960.0096000000003,0.024,1600.0,0.0,1451.495584,1.81436948,111.11111111111111,0.024,300.0,0.0,2400.0,0.0,4989.51607,0.01587721619476052,5.0,0.05,30.0,0.008372093023255813,23.75,0.0,6000.8,,,0.0,4989.51607,0.0,4545.454545454545,0.0,600.0
costa,monocrop,PALMITO (TALLO FRESCO),permanent,10.0,10.0,0.0,0.0,0.0,600.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,17.0,17.0,,,,,,,11.0,11.0,1.0,99.0,785.4545454545456,11784.511784511778,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,100.0,600.0,,,,,,,0.0,600.0,0.0,600.0,0.05,2.0,0.022679618500000002,80.8080808080808,,,0.0,80.8080808080808,,,0.0,92.5925925925926,0.0,600.0,0.0,0.06060606060606061
costa,monocrop,PAPA,transitory,0.02,0.12,0.0,0.0,0.0,907.18474,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,1.0,,,6.0,6.0,,,,,,,3.0,6.0,0.02,0.21,1731.6017316017333,3636.3636363636397,5274.725274725274,10434.782608695654,,,,,,,,,,,1653.741,5272.5,22.6796185,75.59872833333334,,,,,,,0.0,75.59872833333334,0.0,907.18474,1.133980925,2.5,,,2.380952380952381,2.380952380952381,0.0,2.5,11.363636363636374,28.409090909090875,0.0,907.18474,,,,
costa,monocrop,PIÑA (FRUTA FRESCA),permanent,0.7056,250.0,0.0,0.0,0.0,5060.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,36.0,36.0,,,,,,,11.0,11.0,0.5,250.0,654.5454545454546,100000.0,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,240.0,850.0,0.0,1000.0,64.8,648.0,50.0,1500.0,0.0,2298.0,0.0,5060.0,1.0,30.0,0.95,57.88113695090439,0.45218177707438395,43.41085271317829,0.0,130.2325581395349,,,0.0,3000.0,0.0,2000.0,0.0,60.0
costa,monocrop,PLÁTANO (FRUTA FRESCA),permanent,0.05,293.0,0.0,0.0,0.0,4000.0,,,,,,,,,,,,,0.0,0.0,0.0,24.0,40.0,40.0,,,954.0,954.0,,,,,,,11.0,11.0,0.01,293.0,248.18181818181802,66287.87878787876,0.0,29565.21739130435,,,,,,,,,,,2294.5065000000004,8375.2513,1.3333333333333333,1200.0,0.0,1250.0,1.0,200.2002002002002,2.5,257.22222222222223,0.0,1250.0,0.0,4000.0,0.10256410256410256,10.0,0.15384615384615385,100.0,0.06666666666666667,600.0,0.0,700.0,4181.818181818187,4181.818181818187,0.0,4000.0,0.0,1360.77711,0.0,160.0
costa,monocrop,SOYA,transitory,0.3528,40.0,0.0,0.0,0.0,80.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,50.0,,,80.0,80.0,,,,,,,0.0,6.0,0.3528,300.0,422.0779220779214,2500.0,0.0,10000.0,,,,,,,,,,,891.9968000000001,1960.0096000000003,1.417233560090703,300.0,0.0,283.4467120181406,2.1433164249482033,200.0,0.4,170.06802721088437,0.0,566.8934240362812,0.0,80.0,0.25,8.503401360544217,0.25,5.668934240362812,0.4286632849896406,4.0,0.0,14.17233560090703,5.681818181818187,543.9477290588234,,,,,0.0,80.0
costa,monocrop,TABACO,transitory,0.6,300.0,0.0,0.0,0.0,2200.0,,,,,,,,,,,,,0.0,0.0,0.0,2.0,24.0,28.0,,,30.0,30.0,,,,,,,2.0,7.0,0.6,300.0,592.2865013774103,2673.7967914438527,7500.0,10434.782608695654,,,,,,,,,,,3101.0014,3101.0014,80.0,1000.0,0.0,80.0,,,105.01779359430606,105.01779359430606,0.0,1000.0,0.0,2200.0,0.2,10.006060606060606,0.4,6.0,0.2,10.0,0.0,22.506060606060608,168.872727272727,197.01818181818203,0.0,1200.0,0.0,1000.0,0.0,2.0
costa,monocrop,TOMATE DE ÁRBOL (FRUTA FRESCA),permanent,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,11.0,11.0,,,10909.090909090917,10909.090909090917,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,
costa,monocrop,TOMATE RIÑON,transitory,0.02,1.0,0.0,0.0,0.0,2500.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,2.0,4.0,0.02,1.0,6136.36363636365,16909.0909090909,10434.782608695654,10434.782608695654,,,,,,,,,,,5180.503900000001,8375.2513,500.0,500.0,,,,,,,0.0,500.0,0.0,2500.0,12.0,12.0,,,,,0.0,12.0,,,0.0,2500.0,,,,
costa,monocrop,TRIGO,transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.25,0.25,,,1.0,1.0,,,,,,,8.0,8.0,0.03,0.03,1515.1515151515166,1515.1515151515166,0.0,0.0,,,,,,,,,,,1447.4865,3993.7619999999997,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,3.7878787878787916,3.7878787878787916,,,,,,
costa,monocrop,YUCA,transitory,0.13,89.74,0.0,0.0,0.0,150.0,,,,,,,,,,,,,0.0,0.0,0.0,6.0,2.0,2.0,,,70.0,70.0,,,,,,,0.0,11.0,0.07,89.74,454.54545454545496,25832.20211925362,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,2.0,700.0,0.0,440.0,150.0,150.0,200.0,200.0,0.0,880.0,0.0,150.0,0.36363636363636365,21.73913043478261,0.5,10.0,0.25,2.0,0.0,21.73913043478261,25.454545454545443,25.454545454545443,,,0.0,150.0,0.0,80.0
oriente,in association,BANANO (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,4.0,4.0,,,,,,,11.0,11.0,0.11,4.0,3409.0909090909,22727.272727272735,0.0,0.0,,,,,,,,,,,2294.5065000000004,8375.2513,,,,,,,,,0.0,0.0,0.0,0.0,,,3.3333333333333335,3.3333333333333335,,,0.0,3.3333333333333335,,,,,,,,
oriente,in association,CACAO (ALMENDRA SECA),permanent,,,0.0,0.0,0.0,212.6214234375,,,,,,,,,,,,,0.0,0.0,0.0,2.0,,,,,27.0,27.0,,,,,,,11.0,11.0,0.32,4.0,45.454545454545496,1298.7012987013002,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,5.669904625,250.0,,,,,,,0.0,250.0,0.0,212.6214234375,0.0625,8.0,0.5,24.0,0.9,20.0,0.0,32.0,,,0.0,5.669904625,0.0,212.6214234375,0.0,6.0
oriente,in association,CAFÉ (GRANO ORO),permanent,,,0.0,0.0,0.0,100000.0,,,,,,,,,,,,,0.0,0.0,0.0,2.0,,,,,20.0,20.0,,,,,,,11.0,11.0,0.01,4.0,23.86363636363635,2145.45454545455,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,5.669904625,127005.8636,0.0,127005.8636,,,,,0.0,254011.7272,0.0,100000.0,0.025,3.0,0.5,3.0,12.0,12.0,0.0,15.0,,,,,0.0,309.267525,0.0,100000.0
oriente,in association,FREJOL SECO (GRANO SECO),transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.2,,,1.0,1.0,,,,,,,4.0,4.0,0.13,0.13,349.65034965034994,349.65034965034994,0.0,0.0,,,,,,,,,,,1653.741,3993.7619999999997,,,157.01274346153846,157.01274346153846,,,,,157.01274346153846,157.01274346153846,0.0,0.0,1.0,1.0,,,,,1.0,1.0,0.6993006993006999,0.6993006993006999,,,,,,
oriente,in association,FREJOL TIERNO (VAINA),transitory,0.01,0.01,0.0,0.0,0.0,2500.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.5,,,2.0,2.0,,,,,,,2.0,3.0,0.01,0.25,545.454545454544,1818.1818181818198,0.0,6153.846153846153,,,,,,,,,,,1653.741,3993.7619999999997,,,0.0,200.0,,,,,0.0,200.0,0.0,2500.0,,,25.0,25.0,,,0.0,25.0,2.72727272727272,2.72727272727272,0.0,2500.0,,,,
oriente,in association,MAIZ DURO CHOCLO (CHOCLO),transitory,0.01,0.01,0.0,0.0,0.0,2500.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,4.0,4.0,,,,,,,3.0,4.0,0.01,0.5,568.1818181818176,7272.727272727269,0.0,10000.0,,,,,,,,,,,1537.4895,3993.7619999999997,,,0.0,200.0,,,,,0.0,200.0,0.0,2500.0,,,25.0,25.0,,,0.0,25.0,,,0.0,2500.0,,,,
oriente,in association,MAIZ DURO SECO (GRANO SECO),transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,,,,,,4.0,5.0,0.25,3.5,590.909090909092,4415.584415584429,0.0,0.0,,,,,,,,,,,1537.4895,3993.7619999999997,400.0,400.0,0.0,5.0,,,,,5.0,400.0,0.0,0.0,8.0,8.0,,,16.0,16.0,0.0,24.0,,,,,,,,
oriente,in association,MAIZ SUAVE SECO (GRANO SECO),transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.2,,,1.0,1.0,,,,,,,4.0,4.0,0.13,0.13,279.72027972027996,279.72027972027996,0.0,0.0,,,,,,,,,,,1537.4895,3993.7619999999997,,,157.01274346153846,157.01274346153846,,,,,157.01274346153846,157.01274346153846,0.0,0.0,1.0,1.0,,,,,1.0,1.0,0.5594405594405599,0.5594405594405599,,,,,,
oriente,in association,ORITO (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,8.0,8.0,,,,,,,11.0,11.0,0.06,2.0,2272.7272727272803,12581.16883116882,0.0,0.0,,,,,,,,,,,2294.5065000000004,8375.2513,90.718474,90.718474,,,,,,,0.0,90.718474,0.0,0.0,1.48,1.48,,,,,0.0,1.48,,,,,,,,
oriente,in association,OTROS PERMANENTES,permanent,,,0.0,0.0,0.0,166.66666666666666,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,,,,,,11.0,11.0,1.0,6.0,3409.09090909091,5000.0,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,211.67643933333332,211.67643933333332,0.0,211.67643933333332,,,,,0.0,423.35287866666664,0.0,166.66666666666666,8.0,8.0,,,8.0,8.0,0.0,16.0,,,,,,,0.0,166.66666666666666
oriente,in association,OTROS TRANSITORIOS,transitory,,,0.0,0.0,0.0,4535.9237,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1,25.0,,,14.0,14.0,,,,,,,3.0,10.0,0.02,1.5,533.3333333333334,11363.63636363635,0.0,0.0,,,,,,,,,,,1653.741,3993.7619999999997,0.6666666666666666,0.6666666666666666,,,,,,,0.0,0.6666666666666666,0.0,4535.9237,0.3333333333333333,0.3333333333333333,2.6666666666666665,2.6666666666666665,,,0.0,3.0,2.272727272727272,568.1818181818201,0.0,4535.9237,,,,
oriente,in association,PALMA AFRICANA (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,204.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,7.0,7.0,,,,,,,11.0,11.0,0.95,5.0,2105.263157894737,22500.0,0.0,0.0,,,,,,,,,,,567.9936,1960.0096000000003,286.47939157894734,286.47939157894734,,,,,,,0.0,286.47939157894734,0.0,204.0,1.263157894736842,1.263157894736842,3.1578947368421053,3.1578947368421053,,,0.0,4.421052631578947,,,,,,,0.0,204.0
oriente,in association,PIÑA (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,11.0,11.0,0.5,1.0,12727.272727272719,14772.7272727273,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,500.0,500.0,,,,,,,0.0,500.0,0.0,0.0,,,,,12.0,12.0,0.0,12.0,,,,,,,,
oriente,in association,PLÁTANO (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,5.669904625,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,33.0,33.0,,,,,,,11.0,11.0,0.01,4.0,340.909090909091,45454.54545454544,0.0,0.0,,,,,,,,,,,2294.5065000000004,8375.2513,90.718474,2000.0,,,,,,,0.0,2000.0,0.0,5.669904625,1.0,47.99999999999999,2.0,24.0,,,0.0,47.99999999999999,,,0.0,5.669904625,,,,
oriente,in association,YUCA,transitory,,,0.0,0.0,0.0,4535.9237,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,19.0,19.0,,,,,,,0.0,11.0,0.04,1.0,1136.3636363636374,2272.727272727272,0.0,0.0,,,,,,,,,,,1653.741,3993.7619999999997,,,,,,,,,0.0,0.0,0.0,4535.9237,,,,,,,0.0,0.0,,,0.0,4535.9237,,,,
oriente,monocrop,ARROZ (EN CÁSCARA),transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,11.0,11.0,,,,,,,2.0,6.0,0.25,44.5,727.2727272727269,8181.8181818182,0.0,0.0,,,,,,,,,,,1653.741,4514.9985,2.2679618500000003,166.66666666666666,0.0,450.0,36.287389600000004,36.287389600000004,3.0,3.0,0.0,550.0,0.0,0.0,0.0771107029,8.0,0.48,0.48,,,0.0,8.0,,,,,,,,
oriente,monocrop,BANANO (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,6803.88555,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,15.0,15.0,,,,,,,11.0,11.0,0.01,1.0,218.18181818181802,73636.3636363636,0.0,0.0,,,,,,,,,,,2294.5065000000004,8375.2513,,,,,,,,,0.0,0.0,0.0,6803.88555,,,2.0,30.0,,,0.0,30.0,,,0.0,6803.88555,0.0,2267.96185,,
oriente,monocrop,CACAO (ALMENDRA SECA),permanent,4.71,4.71,0.0,0.0,0.0,4535.9237,,,,,,,,,,,,,0.0,0.0,0.0,4.0,10.0,10.0,,,583.0,583.0,,,,,,,11.0,11.0,0.01,40.0,22.7272727272727,4545.4545454545605,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,0.5,1360.77711,0.0,4000.0,,,0.6666666666666666,566.9904625,0.0,4000.0,0.0,4535.9237,0.016666666666666666,29.04,0.03,72.57477920000001,0.06,45.359237,0.0,72.57477920000001,21.818181818181802,21.818181818181802,0.0,4535.9237,0.0,4193.548387096775,0.0,133.33333333333334
oriente,monocrop,CAFÉ (GRANO ORO),permanent,,,0.0,0.0,0.0,1511.82336921,,,,,,,,,,,,,0.0,0.0,0.0,33.333333333333336,,,,,174.0,174.0,,,,,,,11.0,11.0,0.0,10.0,11.454545454545439,2145.45454545454,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,1.1454352777777779,428.5714285714286,0.0,272.155422,,,90.718474,90.718474,0.0,428.5714285714286,0.0,1511.82336921,0.04,16.0,0.2,9.0,0.17857142857142858,6.0,0.0,34.0,,,0.0,1511.82336921,0.0,483.83186133333334,0.0,21.73913043478261
oriente,monocrop,CAÑA DE AZÚCAR / OTROS USOS (TALLO FRESCO),permanent,0.25,0.25,0.0,0.0,0.0,3401.942775,,,,,,,,,,,,,0.0,0.0,0.0,22.6796185,,,,,65.0,65.0,,,,,,,11.0,11.0,0.01,14.0,90.90909090909099,113636.36363636368,0.0,34782.608695652176,,,,,,,,,,,2832.0108,6864.0084,1.2,73.7548569105691,0.0,113.39809250000002,,,,,0.0,113.39809250000002,0.0,3401.942775,2.4390243902439024,10.0,1.0,1.5,2.0,2.0,0.0,22.6796185,,,0.0,3401.942775,0.0,226.796185,0.0,80.0
oriente,monocrop,FREJOL SECO (GRANO SECO),transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.15,5.0,,,8.0,8.0,,,,,,,2.0,10.0,0.03,1.2,420.45454545454504,1363.6363636363633,0.0,0.0,,,,,,,,,,,1653.741,3993.7619999999997,,,,,,,,,0.0,0.0,0.0,0.0,17.009713875000003,17.009713875000003,,,,,0.0,17.009713875000003,1.3636363636363649,21.022727272727252,,,,,,
oriente,monocrop,LIMÓN (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,,,,,,11.0,11.0,0.65,0.65,9790.209790209783,9790.209790209783,0.0,0.0,,,,,,,,,,,3851.9916,8855.9988,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,
oriente,monocrop,MAIZ DURO CHOCLO (CHOCLO),transitory,0.06,0.06,0.0,0.0,0.0,1000.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,21.0,21.0,,,,,,,2.0,4.0,0.06,1.2,189.39393939393918,2424.2424242424268,0.0,11304.347826086958,,,,,,,,,,,1537.4895,3993.7619999999997,,,0.0,226.79618499999998,,,,,0.0,226.79618499999998,0.0,1000.0,2.0,2.0,1.6666666666666667,3.0303030303030303,,,0.0,3.0303030303030303,0.0,0.0,,,0.0,1000.0,,
oriente,monocrop,MAIZ DURO SECO (GRANO SECO),transitory,0.06,0.06,0.0,0.0,0.0,493.03518478260867,,,,,,,,,,,,,0.0,0.0,0.0,8.333333333333334,0.1,25.0,,,184.0,184.0,,,,,,,2.0,11.0,0.01,40.0,118.181818181818,7272.727272727279,0.0,11304.347826086958,,,,,,,,,,,1537.4895,3993.7619999999997,0.45359237,907.18474,0.0,566.9904625,5.333333333333333,5.333333333333333,,,0.0,907.18474,0.0,493.03518478260867,0.07142857142857144,13.607771099999999,0.049999999999999996,12.5,0.04,3.0,0.0,16.666666666666668,0.984848484848485,590.9090909090912,0.0,493.03518478260867,,,,
oriente,monocrop,MAIZ SUAVE CHOCLO (CHOCLO),transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,5.0,6.0,0.99,0.99,734.6189164370979,734.6189164370979,0.0,0.0,,,,,,,,,,,1537.4895,3993.7619999999997,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,
oriente,monocrop,MAIZ SUAVE SECO (GRANO SECO),transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,1.0,,,4.0,4.0,,,,,,,5.0,9.0,0.38,0.5,443.18181818181745,1244.0191387559814,0.0,0.0,,,,,,,,,,,1537.4895,3993.7619999999997,,,,,,,,,0.0,0.0,0.0,0.0,,,5.2631578947368425,5.2631578947368425,,,0.0,5.2631578947368425,3.63636363636364,7.464114832535888,,,,,,
oriente,monocrop,MANGO (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,11.0,11.0,0.1,0.1,454.54545454545496,454.54545454545496,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,
oriente,monocrop,MANI,transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2,5.0,,,12.0,12.0,,,,,,,3.0,6.0,0.01,0.5,284.09090909091003,2424.242424242423,0.0,0.0,,,,,,,,,,,891.9968000000001,2647.992,64.0,64.0,,,,,,,0.0,64.0,0.0,0.0,,,,,,,0.0,0.0,2.72727272727272,14.204545454545501,,,,,,
oriente,monocrop,MARACUYÁ (FRUTA FRESCA),permanent,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,11.0,11.0,,,4363.636363636359,4363.636363636359,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,
oriente,monocrop,NARANJA (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,9.0,9.0,,,,,,,11.0,11.0,0.05,3.49,1818.1818181818178,26048.450117218024,0.0,0.0,,,,,,,,,,,3851.9916,8855.9988,45.359237,259.9383209169054,,,,,,,0.0,259.9383209169054,0.0,0.0,,,2.8653295128939824,5.0,,,0.0,5.0,,,,,,,,
oriente,monocrop,ORITO (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,23.0,23.0,,,,,,,11.0,11.0,0.01,4.0,11.363636363636374,20454.5454545455,0.0,0.0,,,,,,,,,,,2294.5065000000004,8375.2513,,,,,,,,,0.0,0.0,0.0,0.0,,,2.857142857142857,2.857142857142857,,,0.0,2.857142857142857,,,,,,,,
