count,Region,Province,Crop,Category,Seeding_date,Harvest_date,Cycle_length_months,Area_ha,Yield_kgha,Irrig_m3,Irrig_equipment,Packaging_type1,Packaging_type2,Fuel_type,Fuel_unit,Fuel_ha,NPK_kgha,AN_kgha,AP_kgha,AS_kgha,Total_fert_min_kgha,Total_fert_org_kgha,Insecticide_kgha,Herbicide_kgha,Fungicide_kgha,Total_pesticides_kgha,Seed_kgha,Organic_estiercol_kgha,Organic_fermentado_kgha,Organic_liquido_kgha,Cropping_system
2,oriente,(all provinces confounded),PIÑA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.75,13750.00000000001,0.0,sin riego,LIBRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,500.0,,,,250.0,0.0,,,12.0,6.0,,,,,in association
33,oriente,(all provinces confounded),PLÁTANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.195,10140.624999999996,0.0,sin riego,OTRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,1133.980925,,,,0.0,0.0,4.74,3.3333333333333335,,0.0,,5.669904625,,,in association
19,oriente,(all provinces confounded),YUCA,transitory,2024-01-01,2024-12-01,11.0,0.25,1454.54545454545,0.0,sin riego,QUINTAL,RAIZ FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2429.9955,,,,,0.0,0.0,,,,0.0,,2419.159306666667,,,in association
11,oriente,(all provinces confounded),ARROZ (EN CÁSCARA),transitory,2024-03-01,2024-06-01,3.0,1.0,1336.8983957219264,0.0,sin riego,QUINTAL,EN CASCARA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4514.9985,3.0,100.0,36.287389600000004,3.0,9.0,0.0,1.5,0.48,,0.48,,,,,monocrop
15,oriente,(all provinces confounded),BANANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.22999999999999998,16446.969696969718,0.0,sin riego,OTRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,,,,,0.0,0.0,,2.0833333333333335,,0.0,,4913.917341666667,2267.96185,,monocrop
583,oriente,(all provinces confounded),CACAO (ALMENDRA SECA),permanent,2024-01-01,2024-12-01,11.0,1.0,402.0202020202022,0.0,sin riego,QUINTAL,ALMENDRA SECA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,60.20134228187919,30.239491333333334,,1.5,0.0,0.0,1.0,1.5,1.0,0.0,21.818181818181802,181.436948,190.71847400000001,5.0,monocrop
174,oriente,(all provinces confounded),CAFÉ (GRANO ORO),permanent,2024-01-01,2024-12-01,11.0,1.0,187.727272727273,0.0,sin riego,QUINTAL,GRANO ORO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,90.718474,90.718474,,90.718474,0.0,0.0,0.6666666666666666,2.0,1.75,0.0,,204.1165665,362.873896,20.0,monocrop
65,oriente,(all provinces confounded),CAÑA DE AZÚCAR / OTROS USOS (TALLO FRESCO),permanent,2024-01-01,2024-12-01,11.0,0.5,11363.6363636364,0.0,sin riego,LIBRA,TALLO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2832.0108,37.47742845528455,113.39809250000002,,,0.0,0.0,6.219512195121951,1.1339809250000001,2.0,0.0,,907.18474,181.436948,60.0,monocrop
8,oriente,(all provinces confounded),FREJOL SECO (GRANO SECO),transitory,2024-06-01,2024-11-01,5.0,0.05,880.6818181818187,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,,,,,0.0,0.0,17.009713875000003,,,0.0,4.261363636363638,,,,monocrop
3,oriente,(all provinces confounded),LIMÓN (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.65,9790.209790209783,0.0,sin riego,COSTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,,,,,0.0,0.0,,,,0.0,,,,,monocrop
21,oriente,(all provinces confounded),MAIZ DURO CHOCLO (CHOCLO),transitory,2024-08-01,2024-12-01,4.0,0.3,358.8516746411484,0.0,sin riego,QUINTAL,CHOCLO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,163.3980925,,,0.0,0.0,2.0,2.3484848484848486,,0.0,0.0,,1000.0,,monocrop
184,oriente,(all provinces confounded),MAIZ DURO SECO (GRANO SECO),transitory,2024-01-01,2024-12-01,11.0,0.5,1136.36363636364,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,166.66666666666666,127.96293288288288,5.333333333333333,,0.0,0.0,1.25,1.968503937007874,1.2916666666666665,0.024999999999999998,7.386363636363626,453.59237,,,monocrop
2,oriente,(all provinces confounded),MAIZ SUAVE CHOCLO (CHOCLO),transitory,2024-06-01,2024-12-01,6.0,0.99,734.6189164370979,0.0,sin riego,SACO,CHOCLO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,,,,0.0,0.0,,,,0.0,,,,,monocrop
4,oriente,(all provinces confounded),MAIZ SUAVE SECO (GRANO SECO),transitory,2024-01-01,2024-06-01,5.0,0.45,821.5909090909099,0.0,sin riego,QUINTAL,MAZORCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,,,,0.0,0.0,,5.2631578947368425,,0.0,4.5056818181818175,,,,monocrop
1,oriente,(all provinces confounded),MANGO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.1,454.54545454545496,0.0,sin riego,QUINTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,,,,0.0,0.0,,,,0.0,,,,,monocrop
12,oriente,(all provinces confounded),MANI,transitory,2024-01-01,2024-07-01,6.0,0.145,909.090909090909,0.0,sin riego,QUINTAL,GRANO DESCASCARADO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2647.992,64.0,,,,0.0,0.0,,,,0.0,4.31818181818182,,,,monocrop
1,oriente,(all provinces confounded),MARACUYÁ (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,,4363.636363636359,0.0,sin riego,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,,,,,0.0,,,,0.0,,,,,monocrop
9,oriente,(all provinces confounded),NARANJA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.75,3409.0909090909045,0.0,sin riego,QUINTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,152.6487789584527,,,,0.0,0.0,,3.932664756446991,,0.0,,,,,monocrop
23,oriente,(all provinces confounded),ORITO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.3,3454.54545454546,0.0,sin riego,OTRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,,,,,0.0,0.0,,2.857142857142857,,0.0,,,,,monocrop
286,oriente,(all provinces confounded),OTROS PERMANENTES,permanent,2024-01-01,2024-12-01,11.0,1.0,7272.727272727269,0.0,sin riego,UNIDAD,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,362.873896,110.38957167857143,211.67643933333332,115.459876,116.63803800000001,0.0,2.9509713875,8.0,5.054314980000001,0.0,,2834.9523125,11339.80925,2.375,monocrop
103,oriente,(all provinces confounded),OTROS TRANSITORIOS,transitory,2024-01-01,2024-11-01,10.0,0.25,2727.27272727273,0.0,sin riego,QUINTAL,TUBERCULO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2216.2455,150.0,10.886216880000001,,,0.0,0.0,1.6666666666666667,6.333333333333333,1.6666666666666667,0.0,22.727272727272698,3628.73896,,83.33333333333334,monocrop
108,oriente,(all provinces confounded),PALMA AFRICANA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,15.379999999999999,16733.333333333336,0.0,sin riego,TONELADA METR.,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,567.9936,283.13653452941173,124.73790174999999,,200.0,245.11097079781422,0.0,1.75,2.0,0.5,0.0,,400.0,1908.9473395717603,,monocrop
12,oriente,(all provinces confounded),PIÑA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.125,10227.272727272713,0.0,sin riego,LIBRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,9.071847400000001,,,,0.0,0.0,1.0357142857142856,2.25,1.9439673000000004,0.0,,,,,monocrop
273,oriente,(all provinces confounded),PLÁTANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.45,6818.18181818182,0.0,sin riego,OTRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,90.35923700000001,111.66666666666667,,,0.0,0.0,1.4285714285714286,2.928571428571429,1.4285714285714286,0.0,122.72727272727299,453.59237,45.359237,1.7,monocrop
1,oriente,(all provinces confounded),TOMATE DE ÁRBOL (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,,10909.090909090917,0.0,sin riego,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,,,,,0.0,,,,0.0,,,,,monocrop
175,oriente,(all provinces confounded),YUCA,transitory,2024-01-01,2024-12-01,11.0,0.25,1727.27272727273,0.0,sin riego,QUINTAL,RAIZ FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2429.9955,272.155422,,,,0.0,0.0,2.0,4.166666666666667,1.625,0.0,22.159090909090892,2948.350405,,2.0,monocrop
11,sierra,(all provinces confounded),AGUACATE (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.0,4727.272727272724,15652.17391304348,surcos,QUINTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,68.0388555,24.6796185,,,2.0,0.0,2.0,2.0,2.0,0.0,,1407.1847400000001,,,in association
2,sierra,(all provinces confounded),ARROZ (EN CÁSCARA),transitory,2024-08-01,2024-12-01,4.0,14.0,5033.279220779221,10000.0,surcos,QUINTAL,PILADO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4514.9985,107.14285714285714,53.57142857142857,46.42857142857143,10.0,217.14285714285714,0.0,1.1428571428571428,1.0,1.0,3.142857142857143,,,,,in association
8,sierra,(all provinces confounded),ARVEJA SECA (GRANO SECO),transitory,2023-10-01,2024-06-01,8.0,0.2,90.90909090909099,0.0,sin riego,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,79.37866475,,,,0.0,0.0,0.6041666666666666,1.6666666666666667,2.5,0.0,3.56060606060606,1457.1654886249999,,16.666666666666668,in association
20,sierra,(all provinces confounded),ARVEJA TIERNA (VAINA),transitory,2024-02-01,2024-08-01,6.0,0.1,1290.5844155844163,0.0,sin riego,SACO,VAINA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,69.65882825,40.8233133,,,0.0,0.0,1.6,0.7,5.0,0.0,20.60606060606059,1814.36948,,,in association
51,sierra,(all provinces confounded),BANANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.4,5454.54545454545,0.0,sin riego,OTRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,60.0,45.0,,,0.0,0.0,,6.0,,0.0,,453.59236999999996,,,in association
7,sierra,(all provinces confounded),BROCOLI,transitory,2024-04-01,2024-06-01,2.0,0.02,7272.72727272725,9230.76923076923,aspersi?n,UNIDAD,REPOLLO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,6389.4948,25.919563999999998,,,,0.0,566.9904625,,,,0.0,,4535.9237,566.9904625,,in association
134,sierra,(all provinces confounded),CACAO (ALMENDRA SECA),permanent,2024-01-01,2024-12-01,11.0,3.0,708.6167800453514,0.0,sin riego,QUINTAL,ALMENDRA SECA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,150.0,100.0,,70.86167800453515,110.0,0.0,0.9,1.0,0.7103972242163197,0.5536929057337221,,160.71158234126983,,3.7792894935752077,in association
60,sierra,(all provinces confounded),CAFÉ (GRANO ORO),permanent,2024-01-01,2024-12-01,11.0,0.75,222.72727272727266,0.0,sin riego,QUINTAL,GRANO ORO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,128.0388555,100.0,,,0.0,0.0,1.0,1.0,0.375,0.0,,181.436948,,6.25,in association
2,sierra,(all provinces confounded),CEBOLLA BLANCA,transitory,2024-10-01,2024-12-01,2.0,0.015,2454.5454545454522,6923.076923076923,aspersi?n,ATADO,TALLO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,10178.9935,,,,,0.0,3401.9427750000004,,,,0.0,,3401.9427750000004,,,in association
918,sierra,(all provinces confounded),FREJOL SECO (GRANO SECO),transitory,2023-10-01,2024-07-01,9.0,0.09,378.78787878787915,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,96.50901489361702,83.93397273931623,,,0.0,252.6257505138889,0.6805555555555556,1.6666666666666667,0.7092077760467379,0.0,1.9480519480519496,1133.980925,470.34639283687943,11.11111111111111,in association
140,sierra,(all provinces confounded),FREJOL TIERNO (VAINA),transitory,2023-10-01,2024-04-01,6.0,0.06,688.7052341597799,0.0,sin riego,QUINTAL,VAINA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,105.83821966666667,119.19904625000001,,,0.0,204.1165665,1.0,0.8333333333333334,1.25,0.0,5.165289256198349,1814.36948,,150.0,in association
200,sierra,(all provinces confounded),HABA SECA (GRANO SECO),transitory,2023-10-01,2024-07-01,9.0,0.07,309.9173553719009,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,45.359237,58.11652240625,,181.436948,0.0,181.436948,0.3023949133333334,1.8166666666666669,,0.0,0.9943181818181813,755.911684605,,5.555555555555555,in association
83,sierra,(all provinces confounded),HABA TIERNA (VAINA),transitory,2023-10-01,2024-04-01,6.0,0.07,508.20707070707147,0.0,sin riego,SACO,VAINA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,190.10634806547617,198.446661875,,,0.0,333.33333333333337,0.26666666666666666,30.88235294117647,,0.0,6.4502164502164625,839.9522709355556,,,in association
10,sierra,(all provinces confounded),LIMÓN (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.75,4910.714285714288,14639.423076923076,surcos,QUINTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,87.02590366666666,4.0,,,0.0,489.8797596,0.5866666666666667,1.056547619047619,0.226796185,0.09999999999999999,,1339.1458845000002,,,in association
3,sierra,(all provinces confounded),MAIZ DURO CHOCLO (CHOCLO),transitory,2023-11-01,2024-08-01,9.0,0.1,2727.2727272727298,0.0,sin riego,QUINTAL,CHOCLO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,,,,,0.0,0.0,2.26796185,,,2.26796185,,,,,in association
50,sierra,(all provinces confounded),MAIZ DURO SECO (GRANO SECO),transitory,2024-01-01,2024-08-01,7.0,0.25,909.0909090909084,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,45.359237,154.9773930833333,,,25.703567633333336,0.0,0.8333333333333334,2.5,2.5,0.8333333333333333,7.090909090909101,302.39491333333336,,,in association
125,sierra,(all provinces confounded),MAIZ SUAVE CHOCLO (CHOCLO),transitory,2023-10-01,2024-05-01,7.0,0.07,1536.7965367965369,0.0,sin riego,SACO,CHOCLO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,113.39809249999999,133.36167800453515,,,0.0,299.3709642,1.6666666666666667,2.1672335600907027,1.2,0.0,9.280303030303044,1571.5641525294118,,2.834467120181406,in association
927,sierra,(all provinces confounded),MAIZ SUAVE SECO (GRANO SECO),transitory,2023-10-01,2024-07-01,9.0,0.09,757.5757575757583,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1537.4895,113.39809249999999,78.11868594444445,16.666666666666668,181.436948,0.0,350.0,0.5555555555555556,1.5117157974300832,0.8548993860240622,0.0,2.9545454545454533,1133.980925,850.48569375,12.777777777777779,in association
1,sierra,(all provinces confounded),MANGO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.1,2727.2727272727298,11250.0,goteo,,,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,,,,0.0,72.5747792,0.19999999999999998,,,0.19999999999999998,,72.5747792,,,in association
8,sierra,(all provinces confounded),MANI,transitory,2024-08-01,2024-12-01,4.0,0.275,454.5454545454537,1304.3478260869567,surcos,QUINTAL,GRANO DESCASCARADO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2647.992,37.79936416666667,181.436948,,,128.51783816666668,0.0,2.0,8.333333333333334,0.2,7.333333333333334,,,,,in association
7,sierra,(all provinces confounded),MARACUYÁ (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.5,3272.7272727272803,0.0,sin riego,COSTAL,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,121.49795625,,,0.0,0.0,1.1642857142857144,1.1428571428571428,,0.0,,,,,in association
76,sierra,(all provinces confounded),NARANJA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,3.8808,12948.68487976887,0.0,sin riego,LIBRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,8855.9988,152.62515262515262,106.29251700680273,,70.86167800453515,142.29204018327215,0.0,0.713717653296356,1.0,0.7103972242163197,0.7086167800453514,,160.71158234126983,,3.7792894935752077,in association
18,sierra,(all provinces confounded),ORITO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,2.0584,3672.727272727271,0.0,sin riego,CAJA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,0.5025125628140703,15.0,,,0.0,0.0,2.0,1.0,,0.38844221105527643,,,,,in association
32,sierra,(all provinces confounded),OTROS PERMANENTES,permanent,2024-01-01,2024-12-01,11.0,0.315,3262.9870129870155,11250.0,surcos,CAJA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,100.0,,,32.0,0.0,0.0,2.455357142857143,4.833333333333333,20.1133980925,0.0,,1171.7802891666668,581.5286794871795,480.0,in association
36,sierra,(all provinces confounded),OTROS TRANSITORIOS,transitory,2024-02-01,2024-12-01,10.0,0.10500000000000001,2655.991735537192,9230.76923076923,aspersi?n,UNIDAD,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2216.2455,181.436948,141.747615625,120.0,45.359237,0.0,224.71211194864864,3.2,3.5625,24.0,0.0,4.545454545454548,2267.96185,566.9904625,,in association
7,sierra,(all provinces confounded),PALMA AFRICANA (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,4.0,2500.0,0.0,sin riego,TONELADA METR.,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,567.9936,7.755,,,,7.755,0.0,1.0,1.0,,0.0,,,,,in association
12,sierra,(all provinces confounded),PAPA,transitory,2023-11-01,2024-06-01,7.0,0.27,3367.003367003366,10434.782608695654,surcos,QUINTAL,TUBERCULO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,5272.5,775.8816855263158,1250.0,,,680.3885549999999,1381.4399633657408,0.5409356725146198,50.0,9.333333333333334,31.296296296296298,32.98334219386854,1500.1373973618422,,1530.2144249512671,in association
36,sierra,(all provinces confounded),PLÁTANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.5,4090.9090909090996,0.0,sin riego,OTRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,308.75445416261744,,,,0.0,0.0,0.475,0.769,2.0,0.0,,4.821347470238096,,,in association
5,sierra,(all provinces confounded),TOMATE DE ÁRBOL (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.4,6818.181818181825,0.0,sin riego,LIBRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,,,,,0.0,0.0,0.625,,,0.0,,,,,in association
2,sierra,(all provinces confounded),TOMATE RIÑON,transitory,2024-02-01,2024-12-01,10.0,0.060000000000000005,46874.99999999999,8967.391304347828,goteo,GAVETA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,5856.4935000000005,93.0388555,50.0,50.0,150.0,293.03885549999995,0.0,13.0,,,13.0,28.4090909090909,,,,in association
2,sierra,(all provinces confounded),YUCA,transitory,2024-01-01,2024-09-01,8.0,1.59,1212.1212121212134,5217.391304347827,sin riego,QUINTAL,RAIZ FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2429.9955,,,,,0.0,0.0,,0.05555555555555556,,0.05555555555555556,,,,,in association
202,sierra,(all provinces confounded),AGUACATE (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,0.5,3977.272727272719,11250.0,surcos,CAJA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,285.7142857142857,56.17977528089887,59.696969696969695,45.359237,105.55555555555556,0.0,4.0,3.0239491333333337,8.166666666666668,0.0,,2267.96185,5669.904625,52.0,monocrop
2,sierra,(all provinces confounded),ARROZ (EN CÁSCARA),transitory,2023-12-01,2024-04-01,4.0,9.7056,4660.636982065549,0.0,sin riego,SACA,EN CASCARA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4514.9985,209.7622115090703,,,,209.7622115090703,0.0,1.0,3.7086167800453516,1.2086167800453516,5.417233560090703,,,,,monocrop
61,sierra,(all provinces confounded),ARVEJA SECA (GRANO SECO),transitory,2024-04-01,2024-09-01,5.0,0.235,587.121212121213,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,84.01942775,98.27834683333334,,2.0833333333333335,0.0,0.0,2.0,2.0,1.2142857142857144,0.0,3.770661157024783,1511.9745666666668,,7.478632478632479,monocrop
277,sierra,(all provinces confounded),ARVEJA TIERNA (VAINA),transitory,2024-01-01,2024-12-01,11.0,0.11,1918.0819180819155,4615.384615384615,sin riego,SACO,VAINA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,204.1165665,170.09713874999997,131.20982643910907,3.846153846153846,0.0,50.0,3.125,2.0,4.0,0.0,25.383707201889003,2267.96185,1058.3821966666667,40.0,monocrop
183,sierra,(all provinces confounded),BANANO (FRUTA FRESCA),permanent,2024-01-01,2024-12-01,11.0,1.0,13999.999999999985,0.0,sin riego,OTRA,FRUTA FRESCA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2294.5065000000004,229.60784313725492,150.0,39.689332375,200.0,0.0,0.0,1.75,1.2,1.5,0.0,7484.326018808775,1243.3578085460992,39.689332375000006,91.74358974358974,monocrop
251,sierra,(all provinces confounded),BROCOLI,transitory,2024-01-01,2024-03-01,2.0,2.4,16363.636363636366,9230.76923076923,aspersi?n,TONELADA,REPOLLO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,6389.4948,217.72433759999998,272.155422,60.0,151.19745666666668,422.51289279629634,0.0,2.6685393258426964,1.25,6.0,9.833333333333332,,4535.9237,4000.0,14.0,monocrop
596,sierra,(all provinces confounded),CACAO (ALMENDRA SECA),permanent,2024-01-01,2024-12-01,11.0,2.0,600.0,0.0,sin riego,QUINTAL,ALMENDRA SECA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,150.0,125.0,28.34467120181406,75.0,33.26344046666667,0.0,1.0,1.5,1.1429224527115835,1.0,,238.39809250000002,283.25,69.44444444444444,monocrop
157,sierra,(all provinces confounded),CAFÉ (GRANO ORO),permanent,2024-01-01,2024-12-01,11.0,0.5,286.363636363636,0.0,sin riego,QUINTAL,GRANO ORO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,4871.9952,175.0,280.0,,,0.0,0.0,1.0833333333333335,1.417233560090703,1.5,0.0,5.6818181818181746,564.0828191025641,3023.9491333333335,20.0,monocrop
44,sierra,(all provinces confounded),CAÑA DE AZÚCAR / AZÚCAR (TALLO FRESCO),permanent,2024-01-01,2024-12-01,11.0,6.0,128181.81818181815,34782.608695652176,surcos,TONELADA METR.,TALLO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2832.0108,544.310844,404.39673,23.610413653653655,90.718474,544.310844,0.0,4.08,4.545454545454546,4.0,3.0,,400.0,,,monocrop
291,sierra,(all provinces confounded),CAÑA DE AZÚCAR / OTROS USOS (TALLO FRESCO),permanent,2024-01-01,2024-12-01,11.0,0.76,13636.36363636365,0.0,sin riego,QUINTAL,TALLO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2832.0108,22.666666666666668,566.9904625,,,0.0,0.0,0.5,1.3888888888888888,0.5,0.0,,1000.0,333.3333333333333,,monocrop
251,sierra,(all provinces confounded),CEBADA,transitory,2024-01-01,2024-08-01,7.0,0.35,1363.6363636363599,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,1447.4865,151.19745666666668,140.2863,,54.431084399999996,0.0,0.0,1.4,1.1774891774891776,2.0,0.0,18.181818181818198,1334.095205882353,1133.9809249999998,200.0,monocrop
521,sierra,(all provinces confounded),CEBOLLA BLANCA,transitory,2024-01-01,2024-12-01,11.0,0.16,2272.727272727278,0.0,sin riego,ATADO,TALLO FRESCO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,10178.9935,188.99682083333335,95.4931305263158,,,132.35294117647058,1343.9773925925924,2.0,2.0,2.272727272727273,1.3333333333333335,,2267.96185,2287.96185,,monocrop
306,sierra,(all provinces confounded),FREJOL SECO (GRANO SECO),transitory,2024-03-01,2024-09-01,6.0,0.65,787.3376623376616,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,90.718474,78.29868291666666,,41.66666666666667,64.79891,0.0,1.0,1.7006802721088434,1.4605543710021323,1.5735576923076922,10.804195804195803,1133.980925,10.0,5.0,monocrop
99,sierra,(all provinces confounded),FREJOL TIERNO (VAINA),transitory,2024-06-01,2024-11-01,5.0,0.49,3181.8181818181774,6956.521739130435,surcos,SACO,VAINA,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,90.718474,137.5,,90.718474,22.058823529411764,0.0,3.875,2.0,4.0,3.2399454999999997,10.957792207792197,3401.942775,907.18474,160.0,monocrop
56,sierra,(all provinces confounded),HABA SECA (GRANO SECO),transitory,2024-01-01,2024-08-01,7.0,0.16,1363.636363636364,0.0,sin riego,QUINTAL,GRANO SECO,"Diesel (proxy literature, Ecuador-calibrated)",MJ/ha,2002.4955,141.7233560090703,113.39809249999999,,100.0,0.0,0.0,2.5,1.5625,3.3333333333333335,0.0,24.345025053686445,2267.96185,,,monocrop
