Region,Province,Crop,Category,Irrigated_area_ha__minValue,Irrigated_area_ha__maxValue,Electricity_kWh_ha__minValue,Electricity_kWh_ha__maxValue,Manure_kgha__minValue,Manure_kgha__maxValue,Urea_kgha__minValue,Urea_kgha__maxValue,MAP_kgha__minValue,MAP_kgha__maxValue,UAN_kgha__minValue,UAN_kgha__maxValue,CAN_kgha__minValue,CAN_kgha__maxValue,Compost_kg_ha__minValue,Compost_kg_ha__maxValue,Digestate_kg_ha__minValue,Digestate_kg_ha__maxValue,Acaricide_kgha__minValue,Acaricide_kgha__maxValue,Biocide_NE_kgha__minValue,Biocide_NE_kgha__maxValue,Seed_share_pct__minValue,Seed_share_pct__maxValue,Manure_type__minValue,Manure_type__maxValue,count__minValue,count__maxValue,Seeding_date__minValue,Seeding_date__maxValue,Harvest_date__minValue,Harvest_date__maxValue,Cycle_length_months__minValue,Cycle_length_months__maxValue,Area_ha__minValue,Area_ha__maxValue,Yield_kgha__minValue,Yield_kgha__maxValue,Irrig_m3__minValue,Irrig_m3__maxValue,Irrig_equipment__minValue,Irrig_equipment__maxValue,Packaging_type1__minValue,Packaging_type1__maxValue,Packaging_type2__minValue,Packaging_type2__maxValue,Fuel_type__minValue,Fuel_type__maxValue,Fuel_unit__minValue,Fuel_unit__maxValue,Fuel_ha__minValue,Fuel_ha__maxValue,NPK_kgha__minValue,NPK_kgha__maxValue,AN_kgha__minValue,AN_kgha__maxValue,AP_kgha__minValue,AP_kgha__maxValue,AS_kgha__minValue,AS_kgha__maxValue,Total_fert_min_kgha__minValue,Total_fert_min_kgha__maxValue,Total_fert_org_kgha__minValue,Total_fert_org_kgha__maxValue,Insecticide_kgha__minValue,Insecticide_kgha__maxValue,Herbicide_kgha__minValue,Herbicide_kgha__maxValue,Fungicide_kgha__minValue,Fungicide_kgha__maxValue,Total_pesticides_kgha__minValue,Total_pesticides_kgha__maxValue,Seed_kgha__minValue,Seed_kgha__maxValue,Organic_estiercol_kgha__minValue,Organic_estiercol_kgha__maxValue,Organic_fermentado_kgha__minValue,Organic_fermentado_kgha__maxValue,Organic_liquido_kgha__minValue,Organic_liquido_kgha__maxValue
oriente,(all selected provinces),FREJOL SECO (GRANO SECO),transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.15,5.0,,,9.0,9.0,,,,,2.0,10.0,0.03,1.2,349.65034965034994,1363.6363636363633,0.0,0.0,,,,,,,,,,,1653.741,3993.7619999999997,,,0.0,157.01274346153846,,,,,0.0,157.01274346153846,0.0,0.0,1.0,17.009713875000003,,,,,0.0,17.009713875000003,0.6993006993006999,21.022727272727252,,,,,,
oriente,(all selected provinces),FREJOL TIERNO (VAINA),transitory,0.01,0.01,0.0,0.0,0.0,2500.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.5,,,2.0,2.0,,,,,2.0,3.0,0.01,0.25,545.454545454544,1818.1818181818198,0.0,6153.846153846153,,,,,,,,,,,1653.741,3993.7619999999997,,,0.0,200.0,,,,,0.0,200.0,0.0,2500.0,,,25.0,25.0,,,0.0,25.0,2.72727272727272,2.72727272727272,0.0,2500.0,,,,
oriente,(all selected provinces),LIMÓN (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,,,,11.0,11.0,0.65,0.65,9790.209790209783,9790.209790209783,0.0,0.0,,,,,,,,,,,3851.9916,8855.9988,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,
oriente,(all selected provinces),MAIZ DURO CHOCLO (CHOCLO),transitory,0.01,0.06,0.0,0.0,0.0,2500.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,25.0,25.0,,,,,2.0,4.0,0.01,1.2,189.39393939393918,7272.727272727269,0.0,11304.347826086958,,,,,,,,,,,1537.4895,3993.7619999999997,,,0.0,226.79618499999998,,,,,0.0,226.79618499999998,0.0,2500.0,2.0,2.0,1.6666666666666667,25.0,,,0.0,25.0,0.0,0.0,0.0,2500.0,0.0,1000.0,,
oriente,(all selected provinces),MAIZ DURO SECO (GRANO SECO),transitory,0.06,0.06,0.0,0.0,0.0,493.03518478260867,,,,,,,,,,,,,0.0,0.0,0.0,8.333333333333334,0.1,25.0,,,187.0,187.0,,,,,2.0,11.0,0.01,40.0,118.181818181818,7272.727272727279,0.0,11304.347826086958,,,,,,,,,,,1537.4895,3993.7619999999997,0.45359237,907.18474,0.0,566.9904625,5.333333333333333,5.333333333333333,,,0.0,907.18474,0.0,493.03518478260867,0.07142857142857144,13.607771099999999,0.049999999999999996,12.5,0.04,16.0,0.0,24.0,0.984848484848485,590.9090909090912,0.0,493.03518478260867,,,,
oriente,(all selected provinces),MAIZ SUAVE CHOCLO (CHOCLO),transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,5.0,6.0,0.99,0.99,734.6189164370979,734.6189164370979,0.0,0.0,,,,,,,,,,,1537.4895,3993.7619999999997,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,
oriente,(all selected provinces),MAIZ SUAVE SECO (GRANO SECO),transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2,1.0,,,5.0,5.0,,,,,4.0,9.0,0.13,0.5,279.72027972027996,1244.0191387559814,0.0,0.0,,,,,,,,,,,1537.4895,3993.7619999999997,,,0.0,157.01274346153846,,,,,0.0,157.01274346153846,0.0,0.0,1.0,1.0,5.2631578947368425,5.2631578947368425,,,0.0,5.2631578947368425,0.5594405594405599,7.464114832535888,,,,,,
oriente,(all selected provinces),MANGO (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,11.0,11.0,0.1,0.1,454.54545454545496,454.54545454545496,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,
oriente,(all selected provinces),MANI,transitory,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2,5.0,,,12.0,12.0,,,,,3.0,6.0,0.01,0.5,284.09090909091003,2424.242424242423,0.0,0.0,,,,,,,,,,,891.9968000000001,2647.992,64.0,64.0,,,,,,,0.0,64.0,0.0,0.0,,,,,,,0.0,0.0,2.72727272727272,14.204545454545501,,,,,,
oriente,(all selected provinces),MARACUYÁ (FRUTA FRESCA),permanent,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,11.0,11.0,,,4363.636363636359,4363.636363636359,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,
oriente,(all selected provinces),NARANJA (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,9.0,9.0,,,,,11.0,11.0,0.05,3.49,1818.1818181818178,26048.450117218024,0.0,0.0,,,,,,,,,,,3851.9916,8855.9988,45.359237,259.9383209169054,,,,,,,0.0,259.9383209169054,0.0,0.0,,,2.8653295128939824,5.0,,,0.0,5.0,,,,,,,,
oriente,(all selected provinces),ORITO (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,31.0,31.0,,,,,11.0,11.0,0.01,4.0,11.363636363636374,20454.5454545455,0.0,0.0,,,,,,,,,,,2294.5065000000004,8375.2513,90.718474,90.718474,,,,,,,0.0,90.718474,0.0,0.0,1.48,1.48,2.857142857142857,2.857142857142857,,,0.0,2.857142857142857,,,,,,,,
oriente,(all selected provinces),OTROS PERMANENTES,permanent,0.02,3.0,0.0,0.0,0.0,20000.0,,,,,,,,,,,,,0.0,0.0,0.0,453.59236999999996,,,,,289.0,289.0,,,,,11.0,11.0,0.01,278.0,11.086474501108647,25000.0,0.0,13846.153846153846,,,,,,,,,,,3851.9916,6864.0084,11.33980925,10000.0,0.0,211.67643933333332,211.67643933333332,211.67643933333332,49.482803999999994,181.436948,0.0,10000.0,0.0,20000.0,0.33,48.0,0.3448275862068966,400.0,0.33,48.0,0.0,493.59236999999996,,,0.0,6479.8910000000005,0.0,20000.0,0.0,166.66666666666666
oriente,(all selected provinces),OTROS TRANSITORIOS,transitory,,,0.0,0.0,0.0,32658.65064,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1,25.0,,,117.0,117.0,,,,,3.0,10.0,0.01,3.0,84.0,50000.0,0.0,0.0,,,,,,,,,,,1653.741,3993.7619999999997,0.6666666666666666,150.0,0.0,10.886216880000001,,,,,0.0,150.0,0.0,32658.65064,0.3333333333333333,2.6666666666666665,0.5,13.333333333333334,1.6666666666666667,1.6666666666666667,0.0,16.666666666666668,2.272727272727272,936.363636363636,0.0,32658.65064,,,0.0,83.33333333333334
oriente,(all selected provinces),PALMA AFRICANA (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,36000.0,,,,,,,,,,,,,0.0,0.0,0.0,65.0,,,,,115.0,115.0,,,,,11.0,11.0,0.95,3000.0,250.0,29090.909090909066,0.0,0.0,,,,,,,,,,,567.9936,1960.0096000000003,15.0,1666.6666666666667,0.0,200.0,,,34.75,506.32911392405066,0.0,1666.6666666666667,0.0,36000.0,0.028846153846153848,25.063451776649746,0.06666666666666667,56.851522842639596,0.5,0.5,0.0,146.91497461928935,,,0.0,36000.0,0.0,5063.291139240507,0.0,204.0
oriente,(all selected provinces),PIÑA (FRUTA FRESCA),permanent,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,14.0,14.0,,,,,11.0,11.0,0.01,1.0,2097.9020979020997,17045.454545454548,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,9.071847400000001,500.0,,,,,,,0.0,500.0,0.0,0.0,1.0,1.0714285714285714,2.0,2.5,1.9439673000000004,12.0,0.0,12.0,,,,,,,,
oriente,(all selected provinces),PLÁTANO (FRUTA FRESCA),permanent,1.0,1.0,0.0,0.0,0.0,6803.88555,,,,,,,,,,,,,0.0,0.0,0.0,75.59872833333334,10.0,10.0,,,306.0,306.0,,,,,11.0,11.0,0.01,10.0,90.90909090909066,45454.54545454544,0.0,29565.21739130435,,,,,,,,,,,2294.5065000000004,8375.2513,1.0,2000.0,0.0,1511.9745666666668,,,,,0.0,2000.0,0.0,6803.88555,0.2,47.99999999999999,0.12,24.0,0.6666666666666666,3.0,0.0,82.26539500000001,122.72727272727299,122.72727272727299,0.0,6803.88555,0.0,45.359237,0.0,2.4
oriente,(all selected provinces),TOMATE DE ÁRBOL (FRUTA FRESCA),permanent,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,11.0,11.0,,,10909.090909090917,10909.090909090917,0.0,0.0,,,,,,,,,,,3851.9916,6864.0084,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,
oriente,(all selected provinces),YUCA,transitory,,,0.0,0.0,0.0,10205.828325,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,10.0,,,194.0,194.0,,,,,0.0,11.0,0.01,2.0,303.03030303030334,27272.7272727273,0.0,0.0,,,,,,,,,,,1653.741,3993.7619999999997,272.155422,272.155422,,,,,,,0.0,272.155422,0.0,10205.828325,2.0,2.0,0.18143694800000001,21.05263157894737,1.625,1.625,0.0,21.05263157894737,13.25757575757575,181.81818181818133,0.0,10205.828325,,,0.0,2.0
sierra,(all selected provinces),AGUACATE (FRUTA FRESCA),permanent,0.02,20.0,0.0,0.0,0.0,120957.96533333334,,,,,,,,,,,,,0.0,0.0,0.0,25.0,,,,,213.0,213.0,,,,,11.0,11.0,0.02,20.0,37.878787878788,24242.424242424266,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,32.988536,1000.0,0.0,226.79618499999998,45.359237,125.0,13.48314606741573,125.0,0.0,1000.0,0.0,120957.96533333334,0.18,48.0,0.18181818181818182,48.0,0.2,25.0,0.0,96.0,,,0.0,60478.98266666667,0.0,60478.98266666667,0.0,1363.6363636363637
sierra,(all selected provinces),ARROZ (EN CÁSCARA),transitory,14.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,4.0,4.0,,,,,3.0,5.0,1.4112,18.0,1590.909090909089,7730.364873222009,0.0,10000.0,,,,,,,,,,,1653.741,4514.9985,107.14285714285714,283.4467120181406,0.0,53.57142857142857,46.42857142857143,46.42857142857143,10.0,10.0,136.07771100000002,283.4467120181406,0.0,0.0,1.0,1.1428571428571428,1.0,6.0,1.0,1.417233560090703,2.834467120181406,8.0,,,,,,,,
sierra,(all selected provinces),ARVEJA SECA (GRANO SECO),transitory,0.01,5.0,0.0,0.0,0.0,9071.8474,,,,,,,,,,,,,0.0,0.0,0.0,0.3846153846153846,0.03,10.0,,,69.0,69.0,,,,,3.0,8.0,0.01,5.0,75.75757575757575,1948.0519480519426,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,1.6199727499999999,647.9890999999999,0.0,312.5,,,2.0833333333333335,2.0833333333333335,0.0,647.9890999999999,0.0,9071.8474,0.20833333333333334,10.0,0.04,14.285714285714285,0.6479891,3.125,0.0,14.285714285714285,0.08522727272727273,102.2727272727275,0.0,9071.8474,,,0.0,16.666666666666668
sierra,(all selected provinces),ARVEJA TIERNA (VAINA),transitory,0.01,10.0,0.0,0.0,0.0,56699.04625,,,,,,,,,,,,,0.0,0.0,0.0,166.66666666666669,0.1,5.0,,,297.0,297.0,,,,,1.0,11.0,0.01,10.0,227.272727272727,6863.63636363636,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,0.4166666666666667,453.59237,0.0,453.59237,131.20982643910907,131.20982643910907,3.846153846153846,66.70476029411765,0.0,463.59237,0.0,56699.04625,0.030239491333333337,33.333333333333336,0.25,20.0,0.5,18.75,0.0,166.66666666666669,1.47727272727273,118.181818181818,0.0,56699.04625,0.0,1209.5796533333335,0.0,333.33333333333337
sierra,(all selected provinces),BANANO (FRUTA FRESCA),permanent,0.01,527.2,0.0,0.0,0.0,5443.10844,,,,,,,,,,,,,0.0,0.0,0.0,19.220015677966103,50.0,100.0,,,234.0,234.0,,,,,11.0,11.0,0.01,527.2,90.90909090909099,71863.6363636364,0.0,29565.21739130435,,,,,,,,,,,2294.5065000000004,8375.2513,20.0,1511.9745666666668,0.0,1632.932532,9.802511528551243,600.0,5.0,600.0,0.0,2100.0,0.0,5443.10844,0.4654642174382844,16.0,0.5,48.0,0.6790591805766312,48.0,0.0,55.38461538461539,5877.742946708466,9090.909090909085,0.0,5443.10844,0.0,4535.9237,0.0,179.48717948717947
sierra,(all selected provinces),BROCOLI,transitory,0.01,170.0,0.0,0.0,0.0,27215.5422,,,,,,,,,,,,,0.0,0.0,0.0,61.0,,,,,258.0,258.0,,,,,1.0,3.0,0.01,170.0,3740.259740259743,25000.0,0.0,10434.782608695654,,,,,,,,,,,5180.503900000001,8375.2513,18.181818181818183,1511.9745666666668,0.0,453.59236999999996,50.0,204.11656650000003,64.79891,373.54665764705885,0.0,1511.9745666666668,0.0,27215.5422,0.12195121951219512,20.0,0.8571428571428571,15.0,0.03359943481481482,28.57142857142857,0.0,78.78461538461539,,,0.0,27215.5422,0.0,10000.0,0.0,120.0
sierra,(all selected provinces),CACAO (ALMENDRA SECA),permanent,0.08,100.0,0.0,0.0,0.0,4687.5,,,,,,,,,,,,,0.0,0.0,0.0,125.0,,,,,730.0,730.0,,,,,11.0,11.0,0.01,200.0,19.573727707698996,2727.272727272733,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,0.1,1200.0,0.0,733.3333333333334,5.714285714285714,85.71428571428571,28.34467120181406,181.436948,0.0,1200.0,0.0,4687.5,0.05,30.0,0.05,65.0,0.06666666666666667,18.0,0.0,125.0,,,0.0,2267.96185,0.0,4687.5,0.0,300.0
sierra,(all selected provinces),CAFÉ (GRANO ORO),permanent,0.01,36.0,0.0,0.0,0.0,7559.872833333334,,,,,,,,,,,,,0.0,0.0,0.0,45.359237,0.1,5.0,,,217.0,217.0,,,,,11.0,11.0,0.01,28.0,25.454545454545446,2945.4545454545396,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,0.25,750.0,0.0,675.0,,,,,0.0,750.0,0.0,7559.872833333334,0.3921012849584278,8.0,0.2222222222222222,12.5,0.375,1.75,0.0,47.359237,0.26818181818181797,16.09285714285714,0.0,7559.872833333334,0.0,6428.571428571428,0.0,666.6666666666667
sierra,(all selected provinces),CAÑA DE AZÚCAR / AZÚCAR (TALLO FRESCO),permanent,0.25,1998.0,0.0,0.0,0.0,8000.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,44.0,44.0,,,,,11.0,11.0,0.22,1998.0,15384.615384615385,200000.0,0.0,34782.608695652176,,,,,,,,,,,2832.0108,6864.0084,0.4,857.1428571428571,0.0,705.5881311111111,23.610413653653655,23.610413653653655,42.68036314314315,440.99258194444445,0.4,1146.5807130555556,0.0,8000.0,4.0,7.766990291262135,1.3183333333333334,11.0,4.0,4.0,0.0,11.0,,,0.0,8000.0,,,,
sierra,(all selected provinces),CAÑA DE AZÚCAR / OTROS USOS (TALLO FRESCO),permanent,0.02,10.0,0.0,0.0,0.0,7559.872833333334,,,,,,,,,,,,,0.0,0.0,0.0,15.119745666666667,,,,,291.0,291.0,,,,,11.0,11.0,0.0,10.0,194.80519480519496,200000.0,0.0,34782.608695652176,,,,,,,,,,,2832.0108,6864.0084,12.0,33.333333333333336,0.0,647.9890999999999,,,,,0.0,647.9890999999999,0.0,7559.872833333334,0.5,0.5,0.3,10.0,0.5,2.0833333333333335,0.0,15.786412333333333,,,0.0,7559.872833333334,0.0,2993.709642,,
sierra,(all selected provinces),CEBADA,transitory,0.03,7.0,0.0,0.0,0.0,6803.88555,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1,75.0,,,251.0,251.0,,,,,3.0,10.0,0.02,22.0,136.363636363636,13636.36363636364,0.0,10434.782608695654,,,,,,,,,,,1447.4865,3993.7619999999997,6.0,412.35670000000005,0.0,400.0,,,54.431084399999996,54.431084399999996,0.0,412.35670000000005,0.0,6803.88555,0.4,10.909090909090908,0.15119745666666667,4.725897920604915,0.6,4.0,0.0,10.909090909090908,0.3787878787878784,10227.27272727273,0.0,6803.88555,0.0,1374.5223333333333,0.0,500.0
sierra,(all selected provinces),CEBOLLA BLANCA,transitory,0.01,1.55,0.0,0.0,0.0,50000.0,,,,,,,,,,,,,0.0,0.0,0.0,1.875,,,,,523.0,523.0,,,,,2.0,11.0,0.01,2.0,227.2727272727273,26392.96187683284,0.0,7826.08695652174,,,,,,,,,,,5180.503900000001,10178.9935,1.3333333333333333,907.1847399999999,0.0,453.59237,,,,,0.0,907.1847399999999,0.0,50000.0,0.028571428571428574,16.666666666666668,0.125,16.666666666666668,0.3333333333333333,10.0,0.0,33.333333333333336,,,0.0,50000.0,0.0,4535.9237,,
sierra,(all selected provinces),FREJOL SECO (GRANO SECO),transitory,0.01,20.0,0.0,0.0,0.0,22679.6185,,,,,,,,,,,,,0.0,0.0,0.0,7.142857142857142,0.0,40.0,,,1224.0,1224.0,,,,,2.0,11.0,0.01,40.0,54.54545454545453,6818.1818181818,0.0,6956.521739130435,,,,,,,,,,,1653.741,3993.7619999999997,0.7142857142857143,666.6666666666667,0.0,283.49523125,,,25.19957611111111,52.33758115384615,0.0,666.6666666666667,0.0,22679.6185,0.04615384615384615,25.0,0.015119745666666668,33.333333333333336,0.014285714285714287,25.0,0.0,34.333333333333336,0.0,272.727272727272,0.0,22679.6185,0.0,6803.88555,0.0,200.0
sierra,(all selected provinces),FREJOL TIERNO (VAINA),transitory,0.01,4.0,0.0,0.0,0.0,37799.36416666667,,,,,,,,,,,,,0.0,0.0,0.0,10.0,0.05,20.0,,,239.0,239.0,,,,,2.0,11.0,0.01,4.0,151.51515151515164,11363.636363636362,0.0,6956.521739130435,,,,,,,,,,,1653.741,3993.7619999999997,6.666666666666667,635.029318,0.0,250.0,,,90.718474,90.718474,0.0,635.029318,0.0,37799.36416666667,0.07692307692307693,72.0,0.14285714285714288,41.66666666666667,0.6,18.0,0.0,104.65865064,0.5681818181818176,555.5555555555555,0.0,37799.36416666667,0.0,907.18474,0.0,200.0
sierra,(all selected provinces),HABA SECA (GRANO SECO),transitory,0.02,1.0,0.0,0.0,0.0,7529.633341999999,,,,,,,,,,,,,0.0,0.0,0.0,2.5,0.01,20.0,,,256.0,256.0,,,,,3.0,11.0,0.01,1.5,39.77272727272725,3636.3636363636397,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,10.069750614000002,333.33333333333337,0.0,200.0,,,100.0,181.436948,0.0,333.33333333333337,0.0,7529.633341999999,0.1,16.666666666666668,0.06,32.399455,2.1258503401360542,5.0,0.0,32.399455,0.042424242424242406,145.45454545454558,0.0,7529.633341999999,,,0.0,5.555555555555555
sierra,(all selected provinces),HABA TIERNA (VAINA),transitory,0.01,1.5,0.0,0.0,0.0,18914.801829,,,,,,,,,,,,,0.0,0.0,0.0,11.363636363636363,0.05,10.0,,,309.0,309.0,,,,,2.0,9.0,0.01,3.0,61.98347107438013,13636.363636363649,0.0,10434.782608695654,,,,,,,,,,,1653.741,3993.7619999999997,0.5555555555555556,635.029318,0.0,453.59236999999996,90.718474,90.718474,,,0.0,635.029318,0.0,18914.801829,0.1,25.0,0.25,50.0,0.3333333333333333,39.689332375,0.0,50.0,0.5681818181818176,307.91788856305,0.0,18914.801829,0.0,1209.5796533333335,0.0,400.0
sierra,(all selected provinces),LIMÓN (FRUTA FRESCA),permanent,0.03,2.0,0.0,0.0,0.0,27215.5422,,,,,,,,,,,,,0.0,0.0,0.0,3.6,,,,,81.0,81.0,,,,,11.0,11.0,0.0,3.0,7.575757575757567,57851.23966942137,0.0,18260.869565217392,,,,,,,,,,,3851.9916,8855.9988,0.15,1113.6363636363637,0.0,120.95796533333335,,,,,0.0,1113.6363636363637,0.0,27215.5422,0.15,25.0,0.13333333333333333,12.5,0.15,25.0,0.0,50.0,,,0.0,27215.5422,0.0,3000.0,0.0,58.8235294117647
sierra,(all selected provinces),MAIZ DURO CHOCLO (CHOCLO),transitory,0.02,2.0,0.0,0.0,0.0,1943.9673,,,,,,,,,,,,,0.0,0.0,0.0,8.571428571428571,0.02,0.02,,,32.0,32.0,,,,,2.0,9.0,0.02,8.0,246.21212121212088,9090.909090909101,0.0,11304.347826086958,,,,,,,,,,,1537.4895,3993.7619999999997,75.59872833333334,453.59236999999996,0.0,647.9891000000001,,,29.940119760479043,29.940119760479043,0.0,907.1847399999999,0.0,1943.9673,0.5988023952095809,16.666666666666668,0.5,20.0,0.5,0.8982035928143713,0.0,22.72155422,0.606060606060606,0.606060606060606,0.0,1943.9673,,,0.0,1.5
sierra,(all selected provinces),MAIZ DURO SECO (GRANO SECO),transitory,0.01,4.0,0.0,0.0,0.0,18143.6948,,,,,,,,,,,,,0.0,0.0,0.0,5.0,0.04,60.0,,,566.0,566.0,,,,,2.0,10.0,0.01,80.0,45.454545454545,8522.727272727274,0.0,11304.347826086958,,,,,,,,,,,1537.4895,3993.7619999999997,1.0,56699.04625,0.0,56699.04625,1.5,302.39491333333336,100.0,408.23313299999995,0.0,113398.0925,0.0,18143.6948,0.0074055897142857145,150.0,0.04,2000.0,0.18518518518518517,9.090909090909092,0.0,2150.0,0.6087662337662338,3474.5454545454427,0.0,18143.6948,0.0,136.077711,0.0,800.0
sierra,(all selected provinces),MAIZ SUAVE CHOCLO (CHOCLO),transitory,0.01,6.0,0.0,0.0,0.0,18892.122210499998,,,,,,,,,,,,,0.0,0.0,0.0,18.181818181818183,0.0,11.0,,,800.0,800.0,,,,,2.0,10.0,0.01,35.0,35.88516746411484,10909.090909090935,0.0,11304.347826086958,,,,,,,,,,,1537.4895,3993.7619999999997,0.5,1200.0,0.0,635.029318,35.430839002267575,141.7233560090703,11.11111111111111,214.73051320592657,0.0,1200.0,0.0,18892.122210499998,0.10526315789473684,50.0,0.20833333333333334,41.96573506034737,0.4,41.99929351851851,0.0,50.0,0.0,545.454545454544,0.0,18892.122210499998,0.0,4838.318613333334,0.0,307.6923076923077
sierra,(all selected provinces),MAIZ SUAVE SECO (GRANO SECO),transitory,0.01,4.0,0.0,0.0,0.0,90718.474,,,,,,,,,,,,,0.0,0.0,0.0,20.0,0.0,50.0,,,2689.0,2689.0,,,,,2.0,11.0,0.01,40.0,59.09090909090909,11079.54545454545,0.0,11304.347826086958,,,,,,,,,,,1537.4895,3993.7619999999997,0.7559872833333334,2500.0,0.0,2660.0,2.6666666666666665,194.39673,25.0,695.5083006666667,0.0,2660.0,0.0,90718.474,0.04,25.0,0.06,25.196850393700785,0.014285714285714287,25.0,0.0,34.01360544217687,0.0,3693.181818181825,0.0,90718.474,0.0,6803.88555,0.0,555.5555555555555
sierra,(all selected provinces),MANGO (FRUTA FRESCA),permanent,0.18,2.5,0.0,0.0,0.0,4535.9237,,,,,,,,,,,,,0.0,0.0,0.0,5.0,,,,,12.0,12.0,,,,,11.0,11.0,0.1,2.5,1636.3636363636374,6545.4545454545505,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,1.0,400.0,0.0,52.0,52.0,52.0,,,0.0,400.0,0.0,4535.9237,0.19999999999999998,3.0,0.27215542200000004,4.0,,,0.0,6.0,,,0.0,4535.9237,,,0.0,52.0
sierra,(all selected provinces),MANI,transitory,0.04,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.25,1.0,,,33.0,33.0,,,,,3.0,11.0,0.04,1.38,90.90909090909089,2727.2727272727298,0.0,10434.782608695654,,,,,,,,,,,891.9968000000001,2647.992,2.5,212.76595744680853,0.0,725.747792,302.39491333333336,302.39491333333336,,,0.0,729.747792,0.0,0.0,0.13636363636363635,10.0,1.0,20.0,0.2,0.2,0.0,22.0,1.0330578512396693,13.63636363636364,,,,,,
sierra,(all selected provinces),MARACUYÁ (FRUTA FRESCA),permanent,0.11,2.8,0.0,0.0,0.0,249.4758035,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,24.0,24.0,,,,,11.0,11.0,0.09,2.8,750.0,25000.0,0.0,15652.17391304348,,,,,,,,,,,3851.9916,6864.0084,0.6,272.155422,0.0,625.0,,,,,0.0,851.796185,0.0,249.4758035,0.5,60.0,0.5,16.0,11.11111111111111,60.0,0.0,120.0,,,0.0,249.4758035,,,0.0,5.0
sierra,(all selected provinces),NARANJA (FRUTA FRESCA),permanent,0.07,70.2072,0.0,0.0,0.0,4535.9237,,,,,,,,,,,,,0.0,0.0,0.0,3.4013605442176873,,,,,98.0,98.0,,,,,11.0,11.0,0.1,70.2072,30.303030303030297,40262.31704803135,0.0,18260.869565217392,,,,,,,,,,,3851.9916,8855.9988,70.86167800453515,986.0703695652173,0.0,212.58503401360545,200.0,200.0,70.86167800453515,200.0,0.0,986.0703695652173,0.0,4535.9237,0.19999999999999998,15.217391304347826,0.15747039556563366,8.0,0.3543083900226757,5.434782608695652,0.0,22.82608695652174,,,0.0,4535.9237,0.0,3239.9455000000003,0.0,1200.0
